"","Elapsed.Time..s.","Bin.1","Bin.2","Bin.3","Bin.4","Bin.5","Bin.6","Bin.7","Bin.8","Bin.9","Bin.10","Bin.11","Bin.12","Bin.13","Bin.14","Bin.15","Bin.16","Bin.17","Deadtime..s.","Temperature..C.","Humidity....","Ambient.Pressure..kPa.","Alarms","Errors","date"
"482",4820,477,271,165,76,33,24,8,8,1,0,0,0,0,0,0,0,0,0.009289,34.004,0,100.622,NA,NA,2019-09-05 08:51:03
"483",4830,498,253,159,69,32,26,13,6,2,0,0,0,0,0,0,0,0,0.009231,34.019,0,100.622,NA,NA,2019-09-05 08:51:13
"484",4840,489,253,143,68,28,29,10,8,2,0,0,0,0,0,0,0,0,0.008943,34.019,0,100.622,NA,NA,2019-09-05 08:51:23
"485",4850,475,280,150,82,23,23,17,5,3,0,0,0,0,0,0,0,0,0.009044,34.025,0,100.622,NA,NA,2019-09-05 08:51:33
"486",4860,476,245,152,78,35,29,7,6,1,1,0,0,0,0,0,0,0,0.009047,34.038,0,100.622,NA,NA,2019-09-05 08:51:43
"487",4870,470,213,149,84,30,23,7,10,7,1,0,0,0,0,0,0,0,0.008713,34.038,0,100.622,NA,NA,2019-09-05 08:51:53
"488",4880,468,267,164,69,30,40,11,3,2,0,0,0,0,0,0,0,0,0.009096,34.038,0,100.618,NA,NA,2019-09-05 08:52:03
"489",4890,496,254,161,69,39,21,11,6,5,0,0,0,0,0,0,0,0,0.009296,34.05,0,100.622,NA,NA,2019-09-05 08:52:13
"490",4900,476,249,180,66,34,27,8,9,1,1,0,0,0,0,0,0,0,0.009209,34.077,0,100.622,NA,NA,2019-09-05 08:52:23
"491",4910,500,249,150,65,29,27,11,9,2,0,1,0,0,0,0,0,0,0.008968,34.077,0,100.622,NA,NA,2019-09-05 08:52:33
"492",4920,484,224,158,57,25,24,8,5,5,0,0,0,0,0,0,0,0,0.008533,34.077,0,100.622,NA,NA,2019-09-05 08:52:43
"493",4930,483,274,170,65,27,31,11,3,3,0,0,0,0,0,0,0,0,0.009236,34.088,0,100.618,NA,NA,2019-09-05 08:52:53
"494",4940,453,256,175,53,33,27,4,7,3,0,0,0,0,0,0,0,0,0.009075,34.096,0,100.622,NA,NA,2019-09-05 08:53:03
"495",4950,486,265,155,63,23,25,10,4,4,0,0,0,0,0,0,0,0,0.00902,34.096,0,100.622,NA,NA,2019-09-05 08:53:13
"496",4960,442,274,172,67,37,25,16,6,3,0,1,0,0,0,0,0,0,0.009276,34.096,0,100.622,NA,NA,2019-09-05 08:53:23
"497",4970,452,233,168,76,36,22,13,5,3,1,0,0,0,0,0,0,0,0.008896,34.127,0,100.618,NA,NA,2019-09-05 08:53:33
"498",4980,486,273,163,79,43,37,10,5,2,1,0,0,0,0,0,0,0,0.009708,34.135,0,100.622,NA,NA,2019-09-05 08:53:43
"499",4990,488,288,163,73,28,33,13,4,1,0,0,0,0,0,0,0,0,0.009585,34.135,0,100.618,NA,NA,2019-09-05 08:53:53
"500",5000,530,232,161,81,39,38,11,6,4,0,0,0,0,0,0,0,0,0.009485,34.135,0,100.622,NA,NA,2019-09-05 08:54:03
"501",5010,510,272,163,64,32,27,10,6,3,0,0,0,0,0,0,0,0,0.009556,34.152,0,100.622,NA,NA,2019-09-05 08:54:13
"502",5020,572,274,171,71,34,19,9,11,3,0,1,0,0,0,0,0,0,0.009908,34.154,0,100.622,NA,NA,2019-09-05 08:54:23
"503",5030,521,296,175,70,29,20,5,7,0,1,0,0,0,0,0,0,0,0.009678,34.154,0,100.625,NA,NA,2019-09-05 08:54:33
"504",5040,543,257,152,57,41,30,11,2,5,0,1,0,0,0,0,0,0,0.009299,34.158,0,100.622,NA,NA,2019-09-05 08:54:43
"505",5050,537,260,130,60,35,29,8,13,2,0,0,0,0,0,0,0,0,0.00908,34.192,0,100.622,NA,NA,2019-09-05 08:54:53
"506",5060,475,259,146,71,44,36,3,8,4,0,0,0,0,0,0,0,0,0.009075,34.192,0,100.622,NA,NA,2019-09-05 08:55:03
"507",5070,500,250,153,71,29,27,10,9,2,0,0,0,0,0,0,0,0,0.009181,34.192,0,100.622,NA,NA,2019-09-05 08:55:13
"508",5080,499,292,144,63,26,31,17,5,6,1,0,0,0,0,0,0,0,0.009274,34.2,0,100.622,NA,NA,2019-09-05 08:55:23
"509",5090,494,284,152,69,34,23,14,11,5,1,0,0,0,0,0,0,0,0.009412,34.212,0,100.622,NA,NA,2019-09-05 08:55:33
"510",5100,528,276,158,79,30,27,17,4,4,0,0,0,0,0,0,0,0,0.009713,34.212,0,100.615,NA,NA,2019-09-05 08:55:43
"511",5110,534,256,199,89,32,37,7,7,3,0,0,0,0,0,0,0,0,0.010146,34.212,0,100.618,NA,NA,2019-09-05 08:55:53
"512",5120,509,232,153,82,32,30,9,8,1,1,0,0,0,0,0,0,0,0.009134,34.223,0,100.618,NA,NA,2019-09-05 08:56:03
"513",5130,518,278,180,60,28,21,9,9,4,1,1,0,1,0,0,0,0,0.009629,34.246,0,100.622,NA,NA,2019-09-05 08:56:13
"514",5140,509,278,167,82,41,37,13,11,2,0,0,0,0,0,0,0,0,0.010122,34.25,0,100.618,NA,NA,2019-09-05 08:56:23
"515",5150,508,270,178,56,34,32,9,2,0,0,0,0,0,0,0,0,0,0.009445,34.25,0,100.622,NA,NA,2019-09-05 08:56:33
"516",5160,497,250,126,57,31,30,14,7,1,1,0,0,0,0,0,0,0,0.00864,34.254,0,100.615,NA,NA,2019-09-05 08:56:43
"517",5170,541,258,169,76,27,24,7,6,3,1,0,0,0,0,0,0,0,0.009676,34.267,0,100.609,NA,NA,2019-09-05 08:56:53
"518",5180,512,267,147,88,27,31,14,8,2,0,0,0,0,0,0,0,0,0.009462,34.269,0,100.622,NA,NA,2019-09-05 08:57:03
"519",5190,519,272,168,83,49,33,12,5,5,1,0,0,0,0,0,0,0,0.010042,34.269,0,100.622,NA,NA,2019-09-05 08:57:13
"520",5200,538,279,144,86,38,22,8,7,3,0,0,0,0,0,0,0,0,0.009737,34.288,0,100.622,NA,NA,2019-09-05 08:57:23
"521",5210,494,284,143,66,43,32,17,6,3,1,0,0,0,0,0,0,0,0.009534,34.308,0,100.622,NA,NA,2019-09-05 08:57:33
"522",5220,526,252,191,78,26,27,7,5,4,0,0,0,0,0,0,0,0,0.009657,34.308,0,100.622,NA,NA,2019-09-05 08:57:43
"523",5230,508,302,174,59,34,28,20,5,5,0,0,0,0,0,0,0,0,0.009863,34.308,0,100.622,NA,NA,2019-09-05 08:57:53
"524",5240,484,281,170,69,22,24,6,7,3,0,0,0,0,0,0,0,0,0.009189,34.308,0,100.622,NA,NA,2019-09-05 08:58:03
"525",5250,496,242,174,74,27,28,10,6,4,0,0,0,0,0,0,0,0,0.009176,34.338,0,100.622,NA,NA,2019-09-05 08:58:13
"526",5260,474,268,154,69,34,32,10,7,4,1,0,0,0,0,0,0,0,0.009318,34.346,0,100.622,NA,NA,2019-09-05 08:58:23
"527",5270,548,243,162,71,33,37,9,5,2,0,0,0,0,0,0,0,0,0.009581,34.346,0,100.622,NA,NA,2019-09-05 08:58:33
"528",5280,511,261,164,69,31,30,3,7,2,0,0,0,0,0,0,0,0,0.009288,34.348,0,100.622,NA,NA,2019-09-05 08:58:43
"529",5290,503,288,166,61,23,36,12,5,0,2,0,0,0,0,0,0,0,0.009468,34.365,0,100.622,NA,NA,2019-09-05 08:58:53
"530",5300,534,271,158,63,33,36,11,6,0,0,0,0,0,0,0,0,0,0.009538,34.365,0,100.622,NA,NA,2019-09-05 08:59:03
"531",5310,517,249,148,72,34,35,9,8,0,0,0,0,0,0,0,0,0,0.00923,34.365,0,100.622,NA,NA,2019-09-05 08:59:13
"532",5320,516,252,174,75,47,26,11,3,3,2,0,0,0,0,0,0,0,0.009653,34.365,0,100.622,NA,NA,2019-09-05 08:59:23
"533",5330,542,256,150,77,40,38,12,4,1,0,0,0,0,0,0,0,0,0.009649,34.4,0,100.622,NA,NA,2019-09-05 08:59:33
"534",5340,554,260,156,86,33,31,9,8,5,0,0,0,0,0,0,0,0,0.009764,34.404,0,100.622,NA,NA,2019-09-05 08:59:43
"535",5350,498,284,173,59,33,31,10,5,2,0,0,0,0,0,0,0,0,0.00949,34.404,0,100.625,NA,NA,2019-09-05 08:59:53
"536",5360,508,271,152,74,25,36,8,8,3,0,0,0,0,0,0,0,0,0.009515,34.404,0,100.622,NA,NA,2019-09-05 09:00:03
"537",5370,536,289,171,85,35,27,10,2,1,1,0,0,0,0,0,0,0,0.010091,34.419,0,100.615,NA,NA,2019-09-05 09:00:13
"538",5380,515,281,195,61,36,28,12,10,7,1,0,0,0,0,0,0,0,0.010035,34.423,0,100.622,NA,NA,2019-09-05 09:00:23
"539",5390,504,267,154,74,35,26,8,9,1,0,0,0,0,0,0,0,0,0.009407,34.423,0,100.622,NA,NA,2019-09-05 09:00:33
"540",5400,549,236,151,79,31,25,12,4,3,0,0,0,0,0,0,0,0,0.009288,34.423,0,100.622,NA,NA,2019-09-05 09:00:43
"541",5410,503,257,177,82,35,29,8,4,1,1,0,0,0,0,0,0,0,0.009612,34.446,0,100.622,NA,NA,2019-09-05 09:00:53
"542",5420,485,280,154,70,34,26,10,4,5,0,0,1,0,0,0,0,0,0.00925,34.462,0,100.622,NA,NA,2019-09-05 09:01:03
"543",5430,514,281,158,53,36,32,10,8,2,0,0,0,0,0,0,0,0,0.009512,34.462,0,100.618,NA,NA,2019-09-05 09:01:13
"544",5440,529,276,168,73,27,35,6,10,3,1,0,0,0,0,0,0,0,0.009839,34.462,0,100.622,NA,NA,2019-09-05 09:01:23
"545",5450,511,271,149,73,42,37,12,7,3,0,0,0,0,0,0,0,0,0.009553,34.473,0,100.618,NA,NA,2019-09-05 09:01:33
"546",5460,525,275,182,79,37,19,4,3,4,0,0,0,0,0,0,0,0,0.009828,34.481,0,100.622,NA,NA,2019-09-05 09:01:43
"547",5470,500,259,196,67,38,27,15,4,4,0,0,0,0,0,0,0,0,0.009872,34.481,0,100.622,NA,NA,2019-09-05 09:01:53
"548",5480,520,283,172,78,39,30,13,4,3,0,0,0,0,0,0,0,0,0.009984,34.481,0,100.622,NA,NA,2019-09-05 09:02:03
"549",5490,487,290,163,69,28,29,10,9,6,1,0,0,0,0,0,0,0,0.00958,34.485,0,100.618,NA,NA,2019-09-05 09:02:13
"550",5500,513,285,162,71,32,28,7,2,1,0,0,0,0,0,0,0,0,0.009562,34.515,0,100.622,NA,NA,2019-09-05 09:02:23
"551",5510,510,292,172,86,30,23,10,5,3,0,0,0,0,0,0,0,0,0.009881,34.519,0,100.618,NA,NA,2019-09-05 09:02:33
"552",5520,523,256,170,82,33,29,10,9,5,0,0,0,0,0,0,0,0,0.00966,34.519,0,100.622,NA,NA,2019-09-05 09:02:43
"553",5530,516,288,175,94,28,31,18,9,2,0,0,0,0,0,0,0,0,0.010311,34.519,0,100.622,NA,NA,2019-09-05 09:02:53
"554",5540,527,259,167,85,37,28,7,7,1,1,0,0,0,0,0,0,0,0.00967,34.533,0,100.622,NA,NA,2019-09-05 09:03:03
"555",5550,505,260,148,69,27,25,12,8,4,0,0,0,0,1,0,0,0,0.009186,34.538,0,100.618,NA,NA,2019-09-05 09:03:13
"556",5560,500,265,148,70,25,28,12,6,1,1,0,0,0,0,0,0,0,0.009193,34.538,0,100.622,NA,NA,2019-09-05 09:03:23
"557",5570,478,255,177,72,30,35,6,4,3,0,0,0,0,0,0,0,0,0.009343,34.538,0,100.615,NA,NA,2019-09-05 09:03:33
"558",5580,500,226,144,80,32,28,8,7,3,0,0,0,0,0,0,0,0,0.008841,34.542,0,100.615,NA,NA,2019-09-05 09:03:43
"559",5590,471,276,170,72,39,30,9,7,6,1,0,0,0,0,0,0,0,0.009447,34.565,0,100.618,NA,NA,2019-09-05 09:03:53
"560",5600,496,266,176,73,39,37,8,3,4,0,0,0,0,0,0,0,0,0.009605,34.577,0,100.622,NA,NA,2019-09-05 09:04:03
"561",5610,499,248,185,75,33,32,16,4,1,0,0,1,0,0,0,0,0,0.009681,34.577,0,100.618,NA,NA,2019-09-05 09:04:13
"562",5620,520,269,169,74,40,25,10,5,1,0,0,0,0,0,0,0,0,0.009723,34.577,0,100.618,NA,NA,2019-09-05 09:04:23
"563",5630,522,307,170,79,35,28,8,5,4,0,0,0,0,0,0,0,0,0.010116,34.59,0,100.615,NA,NA,2019-09-05 09:04:33
"564",5640,484,280,174,71,25,28,8,4,2,0,0,0,1,0,0,0,0,0.009404,34.596,0,100.615,NA,NA,2019-09-05 09:04:43
"565",5650,501,261,187,75,34,34,7,5,0,0,0,0,0,0,0,0,0,0.009684,34.596,0,100.618,NA,NA,2019-09-05 09:04:53
"566",5660,528,240,173,80,31,29,4,4,1,0,0,0,0,0,0,0,0,0.009278,34.596,0,100.615,NA,NA,2019-09-05 09:05:03
"567",5670,492,277,205,71,29,28,9,7,0,0,0,0,0,0,0,0,0,0.009817,34.608,0,100.615,NA,NA,2019-09-05 09:05:13
"568",5680,534,272,181,80,28,27,10,6,3,0,0,0,0,0,0,0,0,0.009961,34.635,0,100.618,NA,NA,2019-09-05 09:05:23
"569",5690,518,264,164,90,39,30,10,5,2,0,1,0,0,0,0,0,0,0.009701,34.635,0,100.593,NA,NA,2019-09-05 09:05:33
"570",5700,479,257,157,67,30,29,9,6,2,0,0,0,0,0,0,0,0,0.009131,34.635,0,100.618,NA,NA,2019-09-05 09:05:43
"571",5710,552,261,171,70,38,21,11,2,1,0,0,0,0,0,0,0,0,0.009526,34.635,0,100.609,NA,NA,2019-09-05 09:05:53
"572",5720,481,266,175,68,40,36,13,10,1,0,0,0,0,0,0,0,0,0.009519,34.648,0,100.618,NA,NA,2019-09-05 09:06:03
"573",5730,547,262,173,77,33,29,14,3,1,1,0,0,0,0,0,0,0,0.009868,34.654,0,100.615,NA,NA,2019-09-05 09:06:13
"574",5740,492,261,163,68,44,28,9,6,2,1,0,0,0,0,0,0,0,0.009405,34.654,0,100.612,NA,NA,2019-09-05 09:06:23
"575",5750,515,296,164,63,28,33,6,8,0,1,0,0,0,0,0,0,0,0.009812,34.654,0,100.615,NA,NA,2019-09-05 09:06:33
"576",5760,488,266,173,78,31,29,12,8,2,0,0,0,0,0,0,0,0,0.009492,34.665,0,100.615,NA,NA,2019-09-05 09:06:43
"577",5770,516,251,182,82,48,23,11,4,3,0,0,0,0,0,0,0,0,0.009883,34.688,0,100.618,NA,NA,2019-09-05 09:06:53
"578",5780,485,283,184,68,32,21,10,9,3,0,0,0,0,0,0,0,0,0.009568,34.692,0,100.618,NA,NA,2019-09-05 09:07:03
"579",5790,508,266,159,75,34,36,8,3,2,0,0,0,0,0,0,0,0,0.009463,34.692,0,100.622,NA,NA,2019-09-05 09:07:13
"580",5800,520,256,161,72,34,32,2,9,5,0,0,0,0,0,0,0,0,0.009497,34.694,0,100.618,NA,NA,2019-09-05 09:07:23
"581",5810,540,291,174,80,34,23,7,6,0,0,0,0,0,0,0,0,0,0.009984,34.708,0,100.615,NA,NA,2019-09-05 09:07:33
"582",5820,518,254,173,69,31,23,18,11,4,0,0,0,0,0,0,0,0,0.009457,34.712,0,100.615,NA,NA,2019-09-05 09:07:43
"583",5830,526,275,166,77,34,28,13,6,4,1,0,0,0,0,0,0,0,0.009846,34.712,0,100.615,NA,NA,2019-09-05 09:07:53
"584",5840,498,273,168,94,34,23,8,6,4,0,0,0,0,0,0,0,0,0.009761,34.712,0,100.609,NA,NA,2019-09-05 09:08:03
"585",5850,484,286,185,66,30,30,9,8,4,0,0,0,0,0,0,0,0,0.00974,34.723,0,100.612,NA,NA,2019-09-05 09:08:13
"586",5860,523,318,163,72,37,24,13,5,3,0,0,0,0,0,0,0,0,0.010042,34.75,0,100.618,NA,NA,2019-09-05 09:08:23
"587",5870,489,290,139,84,34,30,11,11,2,0,0,0,0,0,0,0,0,0.009561,34.75,0,100.622,NA,NA,2019-09-05 09:08:33
"588",5880,471,251,171,80,29,21,7,7,4,0,1,0,0,0,0,0,0,0.00909,34.75,0,100.622,NA,NA,2019-09-05 09:08:43
"589",5890,514,277,169,91,34,33,12,6,2,0,0,0,0,0,0,0,0,0.009953,34.75,0,100.615,NA,NA,2019-09-05 09:08:53
"590",5900,518,280,172,85,35,25,15,8,3,0,0,0,0,0,0,0,0,0.010094,34.758,0,100.615,NA,NA,2019-09-05 09:09:03
"591",5910,490,324,176,79,37,30,8,3,7,0,0,0,0,0,0,0,0,0.010181,34.765,0,100.615,NA,NA,2019-09-05 09:09:13
"592",5920,476,301,191,71,33,23,7,3,2,0,0,0,0,0,0,0,0,0.009778,34.769,0,100.612,NA,NA,2019-09-05 09:09:23
"593",5930,548,245,170,85,36,32,7,5,3,0,0,0,0,0,0,0,0,0.009777,34.769,0,100.615,NA,NA,2019-09-05 09:09:33
"594",5940,480,288,158,79,31,36,7,5,3,2,0,0,0,0,0,0,0,0.009673,34.769,0,100.615,NA,NA,2019-09-05 09:09:43
"595",5950,531,285,177,68,33,24,12,5,5,1,0,0,0,0,0,0,0,0.010072,34.785,0,100.622,NA,NA,2019-09-05 09:09:53
"596",5960,492,281,165,67,27,23,13,5,1,1,0,1,1,0,0,0,0,0.009353,34.808,0,100.612,NA,NA,2019-09-05 09:10:03
"597",5970,462,285,163,72,33,30,10,6,3,0,0,0,0,0,0,0,0,0.00956,34.808,0,100.615,NA,NA,2019-09-05 09:10:13
"598",5980,469,260,178,81,32,29,13,4,4,0,0,0,0,0,0,0,0,0.009469,34.808,0,100.618,NA,NA,2019-09-05 09:10:23
"599",5990,511,304,179,87,32,30,13,3,1,0,0,0,0,0,0,0,0,0.009994,34.808,0,100.622,NA,NA,2019-09-05 09:10:33
"600",6000,532,243,203,81,39,29,7,4,1,0,0,0,0,0,0,0,0,0.009751,34.812,0,100.622,NA,NA,2019-09-05 09:10:43
"601",6010,499,282,151,79,28,31,11,6,0,0,0,0,0,0,1,0,0,0.009553,34.825,0,100.622,NA,NA,2019-09-05 09:10:53
"602",6020,489,310,163,73,33,18,14,8,1,0,0,0,0,0,0,0,0,0.009829,34.827,0,100.622,NA,NA,2019-09-05 09:11:03
"603",6030,489,271,164,88,25,38,7,4,5,0,0,0,0,0,0,0,0,0.00962,34.827,0,100.622,NA,NA,2019-09-05 09:11:13
"604",6040,508,284,182,67,31,22,9,4,1,0,0,0,0,0,0,0,0,0.009662,34.827,0,100.622,NA,NA,2019-09-05 09:11:23
"605",6050,490,294,163,69,33,26,17,7,3,0,0,0,0,0,0,0,0,0.009675,34.827,0,100.622,NA,NA,2019-09-05 09:11:33
"606",6060,494,270,185,76,23,32,9,7,5,0,0,0,0,0,0,0,0,0.009729,34.85,0,100.622,NA,NA,2019-09-05 09:11:43
"607",6070,500,285,167,81,36,29,10,2,5,0,0,0,0,0,0,0,0,0.009749,34.865,0,100.622,NA,NA,2019-09-05 09:11:53
"608",6080,483,301,159,77,26,20,10,3,2,0,0,0,0,0,0,0,0,0.0094,34.865,0,100.618,NA,NA,2019-09-05 09:12:03
"609",6090,486,291,169,71,36,28,7,4,0,1,0,0,0,0,0,0,0,0.009594,34.865,0,100.622,NA,NA,2019-09-05 09:12:13
"610",6100,474,271,179,55,36,37,6,8,1,0,0,0,0,0,0,0,0,0.009417,34.869,0,100.622,NA,NA,2019-09-05 09:12:23
"611",6110,514,257,186,77,32,33,9,5,1,0,0,0,0,0,0,0,0,0.009595,34.892,0,100.618,NA,NA,2019-09-05 09:12:33
"612",6120,527,265,151,83,27,32,8,0,3,0,0,0,0,0,0,0,0,0.009474,34.904,0,100.622,NA,NA,2019-09-05 09:12:43
"613",6130,517,242,186,59,35,31,11,12,1,1,0,0,0,1,0,0,0,0.009641,34.904,0,100.622,NA,NA,2019-09-05 09:12:53
"614",6140,490,241,145,68,40,31,7,4,2,1,0,0,0,0,0,0,0,0.009015,34.904,0,100.622,NA,NA,2019-09-05 09:13:03
"615",6150,472,287,155,90,29,34,8,4,3,0,0,0,0,0,0,0,0,0.009434,34.908,0,100.615,NA,NA,2019-09-05 09:13:13
"616",6160,481,281,161,61,22,34,12,3,2,0,0,0,0,0,0,0,0,0.00917,34.921,0,100.622,NA,NA,2019-09-05 09:13:23
"617",6170,492,263,164,53,27,25,7,5,1,0,0,0,0,0,0,0,0,0.008906,34.923,0,100.622,NA,NA,2019-09-05 09:13:33
"618",6180,458,264,171,78,37,23,7,5,2,0,0,0,0,0,0,0,0,0.009209,34.923,0,100.618,NA,NA,2019-09-05 09:13:43
"619",6190,493,264,158,77,30,20,9,10,3,1,0,0,0,0,0,0,0,0.009297,34.923,0,100.622,NA,NA,2019-09-05 09:13:53
"620",6200,531,296,163,86,34,38,14,2,1,0,0,0,0,0,0,0,0,0.010201,34.931,0,100.622,NA,NA,2019-09-05 09:14:03
"621",6210,495,267,141,78,36,32,11,5,1,0,0,0,0,0,0,0,0,0.00936,34.95,0,100.625,NA,NA,2019-09-05 09:14:13
"622",6220,460,247,175,72,44,19,15,4,5,0,0,0,0,0,0,0,0,0.009116,34.962,0,100.622,NA,NA,2019-09-05 09:14:23
"623",6230,477,288,168,79,28,30,11,8,3,0,0,0,0,0,0,0,0,0.009625,34.962,0,100.622,NA,NA,2019-09-05 09:14:33
"624",6240,515,256,167,73,40,30,10,6,6,0,0,0,0,0,0,0,0,0.009794,34.962,0,100.622,NA,NA,2019-09-05 09:14:43
"625",6250,495,252,161,69,35,38,6,7,1,0,0,0,0,0,0,0,0,0.009097,34.962,0,100.618,NA,NA,2019-09-05 09:14:53
"626",6260,506,245,168,69,23,27,12,3,3,0,0,0,1,0,0,0,0,0.009149,34.975,0,100.615,NA,NA,2019-09-05 09:15:03
"627",6270,449,267,164,58,39,25,11,4,0,0,0,0,0,0,0,0,0,0.008941,34.981,0,100.612,NA,NA,2019-09-05 09:15:13
"628",6280,487,247,156,73,39,26,8,3,6,1,0,0,0,0,0,0,0,0.009057,34.981,0,100.622,NA,NA,2019-09-05 09:15:23
"629",6290,447,258,175,58,32,29,15,8,2,0,0,0,0,0,0,0,0,0.00894,34.981,0,100.622,NA,NA,2019-09-05 09:15:33
"630",6300,504,238,149,68,34,33,7,3,1,0,0,0,0,0,0,0,0,0.008843,34.985,0,100.622,NA,NA,2019-09-05 09:15:43
"631",6310,506,267,166,52,32,38,5,4,0,0,0,0,0,0,0,0,0,0.009265,35.007,0,100.622,NA,NA,2019-09-05 09:15:53
"632",6320,488,265,152,77,34,26,11,3,1,0,0,0,0,0,0,0,0,0.009185,35.019,0,100.618,NA,NA,2019-09-05 09:16:03
"633",6330,503,246,153,74,27,33,8,1,5,0,0,0,0,0,0,0,0,0.009003,35.019,0,100.628,NA,NA,2019-09-05 09:16:13
"634",6340,426,254,148,69,40,25,14,5,2,0,0,0,0,0,0,0,0,0.008568,35.019,0,100.618,NA,NA,2019-09-05 09:16:23
"635",6350,450,251,153,76,33,35,3,5,3,0,0,0,0,0,0,0,0,0.008927,35.021,0,100.618,NA,NA,2019-09-05 09:16:33
"636",6360,470,270,155,65,29,28,5,2,1,1,0,0,0,0,0,0,0,0.008963,35.034,0,100.622,NA,NA,2019-09-05 09:16:43
"637",6370,472,263,179,60,36,25,7,6,3,1,0,0,0,0,0,0,0,0.009113,35.038,0,100.622,NA,NA,2019-09-05 09:16:53
"638",6380,499,266,150,67,38,29,10,2,3,0,0,0,0,0,0,0,0,0.009307,35.038,0,100.622,NA,NA,2019-09-05 09:17:03
"639",6390,470,272,173,55,33,28,2,5,3,0,1,0,0,0,0,0,0,0.008995,35.038,0,100.622,NA,NA,2019-09-05 09:17:13
"640",6400,464,264,148,86,37,22,7,1,1,0,0,0,0,0,0,0,0,0.009033,35.038,0,100.622,NA,NA,2019-09-05 09:17:23
"641",6410,436,270,156,73,24,28,7,4,3,1,0,0,0,0,0,0,0,0.008769,35.072,0,100.622,NA,NA,2019-09-05 09:17:33
"642",6420,456,251,158,77,23,28,12,5,0,1,0,0,0,0,0,0,0,0.008895,35.075,0,100.618,NA,NA,2019-09-05 09:17:43
"643",6430,452,238,159,74,31,28,9,2,4,0,0,0,0,0,0,0,0,0.008649,35.075,0,100.615,NA,NA,2019-09-05 09:17:53
"644",6440,463,252,162,57,34,36,4,5,3,0,0,0,1,0,0,0,0,0.008887,35.075,0,100.615,NA,NA,2019-09-05 09:18:03
"645",6450,453,233,160,59,36,23,7,2,2,0,0,0,0,0,0,0,0,0.008451,35.075,0,100.618,NA,NA,2019-09-05 09:18:13
"646",6460,475,243,117,63,35,33,4,6,2,1,0,0,0,0,0,0,0,0.008415,35.081,0,100.615,NA,NA,2019-09-05 09:18:23
"647",6470,447,281,164,67,38,30,8,3,1,2,0,0,0,0,0,0,0,0.009145,35.092,0,100.622,NA,NA,2019-09-05 09:18:33
"648",6480,459,246,181,69,33,25,3,5,2,0,0,0,0,0,0,0,0,0.008899,35.094,0,100.618,NA,NA,2019-09-05 09:18:43
"649",6490,515,250,135,77,32,29,11,5,5,0,0,0,0,0,0,0,0,0.009164,35.094,0,100.615,NA,NA,2019-09-05 09:18:53
"650",6500,471,250,150,58,35,23,9,5,3,0,0,0,0,0,0,0,0,0.008528,35.094,0,100.615,NA,NA,2019-09-05 09:19:03
"651",6510,484,259,153,61,35,26,10,1,3,0,0,0,0,0,0,0,0,0.008952,35.094,0,100.615,NA,NA,2019-09-05 09:19:13
"652",6520,457,242,141,78,29,24,11,3,1,0,0,0,0,0,0,0,0,0.00853,35.121,0,100.618,NA,NA,2019-09-05 09:19:23
"653",6530,481,207,149,68,34,23,11,5,2,0,0,0,0,0,0,0,0,0.008465,35.132,0,100.618,NA,NA,2019-09-05 09:19:33
"654",6540,434,244,130,64,30,32,7,8,2,0,0,0,0,0,0,0,0,0.008222,35.132,0,100.618,NA,NA,2019-09-05 09:19:43
"655",6550,477,238,162,72,35,32,14,6,1,0,0,0,0,0,0,0,0,0.009034,35.132,0,100.612,NA,NA,2019-09-05 09:19:53
"656",6560,475,261,144,72,30,17,10,4,4,0,0,0,0,0,0,0,0,0.008691,35.132,0,100.618,NA,NA,2019-09-05 09:20:03
"657",6570,427,245,134,64,28,29,9,2,4,0,0,0,0,0,0,0,0,0.008205,35.143,0,100.622,NA,NA,2019-09-05 09:20:13
"658",6580,463,236,144,61,25,22,13,3,5,0,0,0,0,0,0,0,0,0.008306,35.149,0,100.622,NA,NA,2019-09-05 09:20:23
"659",6590,423,236,144,66,32,32,6,5,1,0,0,0,0,0,0,0,0,0.00829,35.151,0,100.622,NA,NA,2019-09-05 09:20:33
"660",6600,455,228,148,73,26,27,9,5,0,1,0,0,0,0,0,0,0,0.00843,35.151,0,100.606,NA,NA,2019-09-05 09:20:43
"661",6610,426,249,144,60,35,19,5,2,1,0,0,0,0,0,0,0,0,0.008216,35.151,0,100.618,NA,NA,2019-09-05 09:20:53
"662",6620,450,248,146,65,33,29,10,3,1,0,1,1,0,0,0,0,0,0.011202,35.155,0,100.618,NA,NA,2019-09-05 09:21:03
"663",6630,460,248,153,69,34,36,8,4,3,0,0,0,0,0,0,0,0,0.008984,35.166,0,100.609,NA,NA,2019-09-05 09:21:13
"664",6640,451,250,148,51,28,24,5,3,1,0,0,0,0,0,0,0,0,0.008227,35.189,0,100.615,NA,NA,2019-09-05 09:21:23
"665",6650,466,226,161,52,20,19,5,1,3,0,0,0,0,0,0,0,0,0.008171,35.189,0,100.615,NA,NA,2019-09-05 09:21:33
"666",6660,445,223,133,57,27,21,11,4,0,0,0,0,0,0,0,0,0,0.007932,35.189,0,100.622,NA,NA,2019-09-05 09:21:43
"667",6670,451,211,163,70,30,27,7,2,2,0,0,0,0,0,0,0,0,0.008331,35.189,0,100.618,NA,NA,2019-09-05 09:21:53
