"","Elapsed.Time..s.","Bin.1","Bin.2","Bin.3","Bin.4","Bin.5","Bin.6","Bin.7","Bin.8","Bin.9","Bin.10","Bin.11","Bin.12","Bin.13","Bin.14","Bin.15","Bin.16","Bin.17","Deadtime..s.","Temperature..C.","Humidity....","Ambient.Pressure..kPa.","Alarms","Errors","date"
"1",10,182,63,27,7,7,2,5,2,5,2,1,0,1,0,0,1,0,0.002461,26.155,0,100.528,NA,NA,2019-09-05 07:30:53
"2",20,170,49,34,7,4,6,3,3,5,2,1,0,2,0,0,0,0,0.002305,26.224,0,100.528,NA,NA,2019-09-05 07:31:03
"3",30,198,62,28,12,5,10,1,1,2,2,2,0,0,0,0,0,0,0.002544,26.26,0,100.525,NA,NA,2019-09-05 07:31:13
"4",40,191,64,34,9,5,7,2,3,5,3,2,0,0,0,0,0,0,0.002601,26.293,0,100.528,NA,NA,2019-09-05 07:31:23
"5",50,184,54,28,9,4,4,5,2,7,3,2,2,1,0,2,0,0,0.002644,26.31,0,100.528,NA,NA,2019-09-05 07:31:33
"6",60,185,66,25,8,3,1,6,5,9,7,4,1,1,0,1,0,0,0.002703,26.331,0,100.528,NA,NA,2019-09-05 07:31:43
"7",70,164,66,25,12,9,9,3,2,2,5,2,1,1,0,0,0,0,0.002524,26.353,0,100.525,NA,NA,2019-09-05 07:31:53
"8",80,149,58,28,11,8,6,2,5,3,1,2,1,0,1,0,0,0,0.002274,26.362,0,100.528,NA,NA,2019-09-05 07:32:03
"9",90,179,67,32,15,7,5,2,1,5,2,0,1,0,1,0,0,0,0.002566,26.397,0,100.519,NA,NA,2019-09-05 07:32:13
"10",100,175,69,27,4,8,9,0,3,4,6,1,1,0,1,0,0,0,0.002503,26.412,0,100.528,NA,NA,2019-09-05 07:32:23
"11",110,156,61,25,13,7,4,5,2,5,3,4,0,0,0,0,1,0,0.002302,26.431,0,100.528,NA,NA,2019-09-05 07:32:33
"12",120,167,63,22,10,5,3,2,1,3,2,2,1,1,0,0,1,0,0.002348,26.45,0,100.525,NA,NA,2019-09-05 07:32:43
"13",130,192,60,26,9,1,8,2,0,1,3,0,0,0,0,0,0,0,0.002442,26.472,0,100.531,NA,NA,2019-09-05 07:32:53
"14",140,166,54,28,5,5,4,3,2,2,5,1,0,1,0,1,0,0,0.002225,26.503,0,100.528,NA,NA,2019-09-05 07:33:03
"15",150,176,64,30,10,4,5,4,2,3,4,2,0,0,1,0,0,1,0.002536,26.531,0,100.528,NA,NA,2019-09-05 07:33:13
"16",160,173,57,26,13,4,3,4,6,3,3,2,1,0,0,0,0,0,0.002405,26.552,0,100.528,NA,NA,2019-09-05 07:33:23
"17",170,160,60,22,9,2,8,4,3,3,3,0,2,0,0,0,0,1,0.002213,26.579,0,100.531,NA,NA,2019-09-05 07:33:33
"18",180,183,60,36,8,9,6,6,0,3,2,2,0,0,0,0,0,0,0.00252,26.595,0,100.528,NA,NA,2019-09-05 07:33:43
"19",190,170,61,28,8,7,9,2,4,6,2,2,2,0,2,0,0,0,0.002502,26.621,0,100.531,NA,NA,2019-09-05 07:33:53
"20",200,170,64,25,16,7,4,4,2,7,3,3,0,2,1,0,0,0,0.002607,26.648,0,100.537,NA,NA,2019-09-05 07:34:03
"21",210,152,60,21,0,4,7,6,2,3,4,0,2,0,0,0,0,0,0.00213,26.669,0,100.528,NA,NA,2019-09-05 07:34:13
"22",220,156,63,26,6,4,3,3,1,5,0,2,3,0,1,0,0,0,0.002222,26.697,0,100.528,NA,NA,2019-09-05 07:34:23
"23",230,165,54,21,11,4,7,3,6,2,7,3,0,0,0,0,0,0,0.002364,26.721,0,100.537,NA,NA,2019-09-05 07:34:33
"24",240,180,44,21,13,4,9,2,0,5,2,2,0,0,1,0,0,0,0.002321,26.747,0,100.531,NA,NA,2019-09-05 07:34:43
"25",250,162,66,27,4,3,9,0,3,4,4,1,0,0,0,0,0,0,0.00228,26.766,0,100.528,NA,NA,2019-09-05 07:34:53
"26",260,167,65,30,5,3,10,4,2,3,2,1,0,1,0,0,0,0,0.00229,26.795,0,100.528,NA,NA,2019-09-05 07:35:03
"27",270,160,51,16,3,2,11,5,2,5,4,0,1,1,0,0,0,0,0.002031,26.817,0,100.528,NA,NA,2019-09-05 07:35:13
"28",280,163,60,22,9,8,5,2,4,3,5,0,0,1,0,1,0,0,0.002331,26.847,0,100.528,NA,NA,2019-09-05 07:35:23
"29",290,175,62,35,9,5,7,2,3,5,3,1,0,0,0,0,0,0,0.002555,26.86,0,100.525,NA,NA,2019-09-05 07:35:33
"30",300,133,60,27,12,6,6,3,3,5,2,2,0,0,0,0,0,0,0.002154,26.897,0,100.534,NA,NA,2019-09-05 07:35:43
"31",310,169,54,36,12,3,4,5,6,4,3,2,0,0,0,0,0,0,0.002468,26.909,0,100.531,NA,NA,2019-09-05 07:35:53
"32",320,171,50,23,9,6,9,2,5,0,3,0,0,0,0,0,1,0,0.002128,26.941,0,100.528,NA,NA,2019-09-05 07:36:03
"33",330,151,58,20,5,7,9,1,3,4,1,3,2,2,0,0,0,0,0.002118,26.96,0,100.528,NA,NA,2019-09-05 07:36:13
"34",340,165,54,28,4,8,4,2,3,4,4,2,1,1,0,0,0,0,0.002271,26.99,0,100.54,NA,NA,2019-09-05 07:36:23
"35",350,145,49,32,7,6,8,1,3,1,1,1,1,0,1,0,0,0,0.002118,27.025,0,100.528,NA,NA,2019-09-05 07:36:33
"36",360,147,63,31,6,3,8,4,3,1,2,0,0,1,0,0,0,0,0.002148,27.049,0,100.544,NA,NA,2019-09-05 07:36:43
"37",370,152,57,19,8,5,8,3,0,2,1,2,0,0,0,0,0,0,0.002026,27.077,0,100.54,NA,NA,2019-09-05 07:36:53
"38",380,145,56,23,9,5,4,1,1,1,2,0,3,1,0,0,0,0,0.002019,27.1,0,100.54,NA,NA,2019-09-05 07:37:03
"39",390,146,49,36,8,5,5,3,1,4,1,3,2,0,0,0,0,0,0.002134,27.13,0,100.537,NA,NA,2019-09-05 07:37:13
"40",400,144,51,23,7,5,5,2,1,2,2,2,1,0,0,0,0,0,0.001894,27.151,0,100.54,NA,NA,2019-09-05 07:37:23
"41",410,151,55,25,4,5,6,1,2,2,1,0,0,1,0,0,0,1,0.002059,27.186,0,100.55,NA,NA,2019-09-05 07:37:33
"42",420,150,55,25,9,7,4,1,2,5,1,0,0,0,1,0,0,0,0.00208,27.205,0,100.543,NA,NA,2019-09-05 07:37:43
"43",430,137,48,28,12,5,3,2,3,5,0,1,2,0,0,0,0,0,0.001988,27.239,0,100.54,NA,NA,2019-09-05 07:37:53
"44",440,152,54,29,7,5,10,3,1,4,1,1,1,0,0,0,0,0,0.002155,27.258,0,100.544,NA,NA,2019-09-05 07:38:03
"45",450,144,50,31,11,7,2,1,1,3,0,0,0,2,0,0,0,0,0.002079,27.291,0,100.55,NA,NA,2019-09-05 07:38:13
"46",460,146,55,21,9,4,7,1,2,2,0,1,0,0,0,0,0,0,0.00193,27.314,0,100.544,NA,NA,2019-09-05 07:38:23
"47",470,442,72,24,5,7,11,3,1,0,1,0,1,1,0,0,0,0,0.0039,27.337,0,100.544,NA,NA,2019-09-05 07:38:33
"48",480,2211,157,45,11,6,7,5,5,5,1,0,0,0,0,0,0,0,0.015333,27.365,0,100.55,NA,NA,2019-09-05 07:38:43
"49",490,4107,306,64,16,8,10,5,4,5,0,0,0,0,0,0,0,0,0.027526,27.4,0,100.537,NA,NA,2019-09-05 07:38:53
"50",500,4621,754,403,186,102,142,67,69,87,35,14,16,4,3,2,0,0,0.048853,27.421,0,100.556,NA,NA,2019-09-05 07:39:03
"51",510,2728,884,561,281,138,150,98,96,84,28,18,8,4,1,0,1,0,0.04348,27.453,0,100.559,NA,NA,2019-09-05 07:39:13
"52",520,1587,581,364,177,101,117,50,55,64,24,8,1,5,1,0,0,0,0.027457,27.47,0,100.55,NA,NA,2019-09-05 07:39:23
"53",530,1682,698,405,191,126,124,82,62,56,35,11,6,3,4,0,0,0,0.030648,27.505,0,100.55,NA,NA,2019-09-05 07:39:33
"54",540,1685,699,476,209,126,144,83,73,65,21,9,3,0,1,0,0,0,0.032165,27.537,0,100.55,NA,NA,2019-09-05 07:39:43
"55",550,1654,676,453,229,101,114,73,64,67,31,14,1,1,1,1,0,0,0.031179,27.558,0,100.553,NA,NA,2019-09-05 07:39:53
"56",560,1641,702,463,219,102,111,65,66,78,24,15,4,3,0,0,0,0,0.031312,27.586,0,100.547,NA,NA,2019-09-05 07:40:03
"57",570,1613,682,443,230,126,129,65,74,90,20,10,4,2,0,0,0,0,0.031539,27.611,0,100.553,NA,NA,2019-09-05 07:40:13
"58",580,1447,633,383,193,93,136,58,64,53,21,8,4,2,0,0,0,0,0.027643,27.639,0,100.55,NA,NA,2019-09-05 07:40:23
"59",590,713,288,169,96,41,56,27,27,29,6,2,4,0,0,0,0,0,0.012681,27.661,0,100.544,NA,NA,2019-09-05 07:40:33
"60",600,361,142,100,52,27,25,18,9,8,1,1,1,0,0,0,0,0,0.006577,27.688,0,100.547,NA,NA,2019-09-05 07:40:43
"61",610,177,91,52,23,12,18,8,4,9,5,1,0,0,0,0,0,0,0.00346,27.712,0,100.55,NA,NA,2019-09-05 07:40:53
"62",620,106,52,26,8,4,2,4,1,3,1,1,0,1,0,0,0,0,0.001754,27.73,0,100.544,NA,NA,2019-09-05 07:41:03
"63",630,54,29,14,11,4,0,1,0,0,1,0,0,0,0,0,0,0,0.001002,27.756,0,100.543,NA,NA,2019-09-05 07:41:13
"64",640,32,8,5,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0.00042,27.775,0,100.547,NA,NA,2019-09-05 07:41:23
"65",650,20,5,7,2,0,0,2,3,1,2,1,0,0,0,0,0,0,0.000359,27.807,0,100.547,NA,NA,2019-09-05 07:41:33
"66",660,8,9,8,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0.000263,27.821,0,100.55,NA,NA,2019-09-05 07:41:43
"67",670,26,11,5,3,1,3,1,0,0,1,1,0,0,0,0,0,0,0.000413,27.86,0,100.553,NA,NA,2019-09-05 07:41:53
"68",680,29,12,8,2,2,2,0,2,0,0,0,1,0,0,0,0,0,0.000483,27.875,0,100.544,NA,NA,2019-09-05 07:42:03
"69",690,57,35,9,17,3,7,1,4,3,1,1,1,0,0,0,0,0,0.001179,27.902,0,100.556,NA,NA,2019-09-05 07:42:13
"70",700,70,51,32,10,8,10,2,3,2,0,0,1,0,0,0,0,0,0.001777,27.923,0,100.547,NA,NA,2019-09-05 07:42:23
"71",710,95,53,21,17,7,10,7,3,3,1,0,0,0,0,0,0,0,0.001895,27.951,0,100.55,NA,NA,2019-09-05 07:42:33
"72",720,93,57,49,10,8,11,3,3,4,0,1,0,0,0,0,0,0,0.002088,27.974,0,100.553,NA,NA,2019-09-05 07:42:43
"73",730,106,79,43,11,9,6,8,5,2,1,0,0,0,0,0,0,0,0.002455,28.004,0,100.55,NA,NA,2019-09-05 07:42:53
"74",740,127,59,53,16,11,16,9,5,2,5,0,0,0,0,0,0,0,0.002697,28.035,0,100.553,NA,NA,2019-09-05 07:43:03
"75",750,141,85,59,32,10,15,11,6,6,2,1,0,0,0,0,0,0,0.003434,28.06,0,100.553,NA,NA,2019-09-05 07:43:13
"76",760,126,103,48,28,16,18,11,6,5,2,1,1,0,0,0,0,0,0.003352,28.081,0,100.553,NA,NA,2019-09-05 07:43:23
"77",770,151,88,75,33,20,11,7,5,5,3,0,0,0,0,0,0,0,0.003701,28.107,0,100.543,NA,NA,2019-09-05 07:43:33
"78",780,128,97,62,30,12,14,8,4,5,1,0,0,0,0,0,0,0,0.003311,28.126,0,100.54,NA,NA,2019-09-05 07:43:43
"79",790,145,85,56,39,19,15,9,7,3,0,0,0,0,0,0,0,0,0.003466,28.154,0,100.559,NA,NA,2019-09-05 07:43:53
"80",800,158,117,57,31,12,16,4,3,5,2,0,0,0,0,0,0,0,0.003723,28.174,0,100.55,NA,NA,2019-09-05 07:44:03
"81",810,172,96,67,26,16,19,11,7,6,1,0,0,0,0,0,0,0,0.003724,28.207,0,100.559,NA,NA,2019-09-05 07:44:13
"82",820,211,98,78,25,12,15,8,7,4,2,0,1,0,0,0,0,0,0.004039,28.225,0,100.556,NA,NA,2019-09-05 07:44:23
"83",830,4725,1950,781,270,116,79,27,31,10,2,2,0,2,0,0,0,0,0.064023,28.249,0,100.547,NA,NA,2019-09-05 07:44:33
"84",840,19246,9474,4217,1589,674,513,180,124,94,33,16,5,3,1,0,2,0,0.30818,28.272,0,100.559,NA,NA,2019-09-05 07:44:43
"85",850,24061,13054,6528,2594,1104,922,325,234,198,77,26,16,5,11,2,0,0,0.436459,28.295,0,100.559,NA,NA,2019-09-05 07:44:53
"86",860,24773,13628,6751,2702,1072,999,371,246,194,50,36,17,14,4,2,1,0,0.451224,28.318,0,100.556,NA,NA,2019-09-05 07:45:03
"87",870,24325,13546,6844,2634,1128,934,368,247,209,61,35,12,7,3,3,0,0,0.445155,28.34,0,100.559,NA,NA,2019-09-05 07:45:13
"88",880,22103,12121,6121,2411,971,849,316,204,188,60,30,14,4,2,2,0,0,0.401672,28.368,0,100.559,NA,NA,2019-09-05 07:45:23
"89",890,10964,5787,2876,1099,447,377,130,93,75,25,14,4,4,0,1,0,0,0.190189,28.389,0,100.559,NA,NA,2019-09-05 07:45:33
"90",900,5355,2849,1464,566,214,179,72,52,38,18,1,3,3,0,0,0,0,0.093986,28.421,0,100.559,NA,NA,2019-09-05 07:45:43
"91",910,2972,1490,722,275,107,92,39,23,14,2,0,1,0,0,0,0,0,0.048817,28.439,0,100.559,NA,NA,2019-09-05 07:45:53
"92",920,2536,1240,604,248,101,86,32,16,7,4,0,0,1,0,0,0,0,0.041396,28.467,0,100.559,NA,NA,2019-09-05 07:46:03
"93",930,2242,1137,574,227,83,60,17,24,13,1,1,1,1,0,0,0,0,0.037606,28.488,0,100.559,NA,NA,2019-09-05 07:46:13
"94",940,2600,1515,820,379,154,164,85,75,72,22,7,5,3,0,0,1,0,0.053138,28.509,0,100.559,NA,NA,2019-09-05 07:46:23
"95",950,4724,2980,1801,841,448,472,214,250,244,88,39,31,19,2,5,1,0,0.115202,28.54,0,100.559,NA,NA,2019-09-05 07:46:33
"96",960,5644,3421,2056,953,472,506,239,255,233,102,59,44,14,12,2,0,0,0.13215,28.567,0,100.562,NA,NA,2019-09-05 07:46:43
"97",970,5626,3357,2129,956,452,480,259,231,236,78,55,30,10,4,2,2,1,0.131056,28.579,0,100.562,NA,NA,2019-09-05 07:46:53
"98",980,2743,1632,1005,457,259,262,138,117,118,38,22,8,4,5,1,0,0,0.064401,28.614,0,100.559,NA,NA,2019-09-05 07:47:03
"99",990,1560,983,629,248,127,138,56,62,56,34,16,3,2,2,0,0,0,0.036538,28.625,0,100.565,NA,NA,2019-09-05 07:47:13
"100",1000,1633,978,531,257,126,140,64,67,71,27,17,5,5,1,0,0,0,0.036444,28.646,0,100.565,NA,NA,2019-09-05 07:47:23
"101",1010,1443,912,548,233,118,126,71,53,56,12,4,8,1,1,0,0,0,0.033362,28.672,0,100.559,NA,NA,2019-09-05 07:47:33
"102",1020,1468,953,512,289,136,128,53,69,75,14,15,4,0,2,1,0,0,0.034757,28.691,0,100.559,NA,NA,2019-09-05 07:47:43
"103",1030,3122,2040,1267,609,284,274,171,159,158,67,28,19,4,7,3,0,0,0.078043,28.721,0,100.559,NA,NA,2019-09-05 07:47:53
"104",1040,4850,3135,1881,825,429,432,233,258,263,106,53,42,23,9,1,2,0,0.119787,28.737,0,100.565,NA,NA,2019-09-05 07:48:03
"105",1050,4985,3318,2030,923,406,468,287,269,277,109,59,27,20,9,2,2,0,0.126354,28.765,0,100.565,NA,NA,2019-09-05 07:48:13
"106",1060,4968,3337,1971,875,434,448,260,247,274,112,61,37,6,7,3,2,0,0.12496,28.782,0,100.562,NA,NA,2019-09-05 07:48:23
"107",1070,2597,1724,1045,495,215,245,119,127,125,53,21,12,10,2,2,0,0,0.064908,28.8,0,100.559,NA,NA,2019-09-05 07:48:33
"108",1080,1787,1107,681,294,141,151,87,72,105,35,10,10,2,1,1,0,0,0.042059,28.828,0,100.572,NA,NA,2019-09-05 07:48:43
"109",1090,1731,1155,660,323,160,136,95,74,75,28,20,12,3,4,1,0,0,0.042122,28.842,0,100.568,NA,NA,2019-09-05 07:48:53
"110",1100,1665,1088,646,291,121,146,88,61,70,28,10,3,6,3,0,0,0,0.039283,28.877,0,100.568,NA,NA,2019-09-05 07:49:03
"111",1110,1599,1095,734,339,144,148,70,64,71,26,21,4,11,3,0,0,0,0.041194,28.893,0,100.568,NA,NA,2019-09-05 07:49:13
"112",1120,1594,1028,665,312,120,130,73,59,60,30,10,3,4,0,0,0,0,0.038253,28.916,0,100.568,NA,NA,2019-09-05 07:49:23
"113",1130,3171,2327,1646,827,496,570,395,357,424,182,80,49,20,8,2,0,0,0.108105,28.937,0,100.575,NA,NA,2019-09-05 07:49:33
"114",1140,5824,4320,3202,1753,969,1184,793,782,970,364,165,80,52,23,5,1,0,0.214352,28.954,0,100.565,NA,NA,2019-09-05 07:49:43
"115",1150,6510,4623,3475,1918,1113,1345,817,830,970,395,194,109,45,19,7,1,0,0.232606,28.982,0,100.565,NA,NA,2019-09-05 07:49:53
"116",1160,6459,4722,3485,1907,1032,1324,869,848,949,396,205,95,35,12,4,1,0,0.231881,29,0,100.568,NA,NA,2019-09-05 07:50:03
"117",1170,5761,4173,2951,1662,885,1125,718,677,802,353,146,115,36,11,5,1,0,0.201064,29.032,0,100.575,NA,NA,2019-09-05 07:50:13
"118",1180,2571,1796,1334,697,385,456,279,298,336,127,61,34,17,4,0,0,0,0.086247,29.056,0,100.575,NA,NA,2019-09-05 07:50:23
"119",1190,1605,1117,801,438,250,269,160,155,189,60,30,16,3,0,0,0,0,0.051198,29.077,0,100.572,NA,NA,2019-09-05 07:50:33
"120",1200,1509,1132,794,389,224,269,171,150,158,63,27,21,5,4,0,0,0,0.049734,29.091,0,100.572,NA,NA,2019-09-05 07:50:43
"121",1210,1492,1033,697,393,196,257,166,148,157,66,31,16,3,2,0,0,0,0.046381,29.123,0,100.581,NA,NA,2019-09-05 07:50:53
"122",1220,1373,1111,705,369,213,245,153,136,142,50,26,11,6,3,0,0,0,0.045584,29.14,0,100.581,NA,NA,2019-09-05 07:51:03
"123",1230,1760,1353,985,522,266,331,206,207,195,88,42,27,9,1,0,0,0,0.061005,29.165,0,100.578,NA,NA,2019-09-05 07:51:13
"124",1240,4379,3241,2277,1177,645,822,509,529,530,255,105,54,28,9,1,0,0,0.148849,29.184,0,100.581,NA,NA,2019-09-05 07:51:23
"125",1250,5775,3697,2694,1424,765,956,573,573,609,272,121,63,31,10,5,0,0,0.177171,29.204,0,100.578,NA,NA,2019-09-05 07:51:33
"126",1260,5820,3992,2734,1405,808,1023,563,604,646,265,130,60,36,12,6,0,0,0.182525,29.228,0,100.581,NA,NA,2019-09-05 07:51:43
"127",1270,4417,2999,2077,1063,591,725,462,454,454,217,79,63,18,10,0,0,0,0.137739,29.242,0,100.578,NA,NA,2019-09-05 07:51:53
"128",1280,2075,1413,924,468,276,301,172,208,198,73,35,15,5,5,1,0,0,0.060805,29.263,0,100.575,NA,NA,2019-09-05 07:52:03
"129",1290,1141,742,498,247,134,157,98,79,87,35,21,12,3,2,0,0,0,0.031893,29.286,0,100.578,NA,NA,2019-09-05 07:52:13
"130",1300,1060,651,409,214,121,156,60,96,88,34,23,7,3,1,0,1,0,0.02852,29.298,0,100.575,NA,NA,2019-09-05 07:52:23
"131",1310,991,683,439,243,109,126,56,87,110,22,17,3,2,0,2,0,0,0.028365,29.333,0,100.572,NA,NA,2019-09-05 07:52:33
"132",1320,944,628,440,253,127,123,95,79,70,41,15,6,3,1,0,0,0,0.027786,29.347,0,100.575,NA,NA,2019-09-05 07:52:43
"133",1330,1908,1271,876,425,251,291,146,159,190,67,30,16,5,1,0,0,0,0.055712,29.368,0,100.568,NA,NA,2019-09-05 07:52:53
"134",1340,3525,2117,1445,721,427,524,293,299,309,132,68,25,14,6,0,1,0,0.09767,29.389,0,100.572,NA,NA,2019-09-05 07:53:03
"135",1350,3856,2364,1540,751,426,545,307,300,295,115,43,23,15,3,4,0,0,0.103086,29.404,0,100.581,NA,NA,2019-09-05 07:53:13
"136",1360,3968,2344,1564,797,458,551,289,300,331,116,53,26,11,3,2,0,0,0.105264,29.435,0,100.581,NA,NA,2019-09-05 07:53:23
"137",1370,3414,2154,1375,715,389,452,247,245,312,99,39,15,8,8,1,0,0,0.092482,29.446,0,100.581,NA,NA,2019-09-05 07:53:33
"138",1380,1698,1041,630,354,192,186,122,116,104,42,15,4,1,0,1,0,0,0.043302,29.456,0,100.587,NA,NA,2019-09-05 07:53:43
"139",1390,936,581,355,180,76,80,57,60,65,23,9,1,0,0,0,0,0,0.022743,29.488,0,100.584,NA,NA,2019-09-05 07:53:53
"140",1400,666,412,237,122,82,68,46,34,46,25,9,3,1,0,0,0,0,0.016783,29.502,0,100.587,NA,NA,2019-09-05 07:54:03
"141",1410,643,409,263,118,72,74,47,49,47,11,7,5,3,1,0,0,0,0.016656,29.519,0,100.572,NA,NA,2019-09-05 07:54:13
"142",1420,841,561,359,170,79,114,56,66,76,28,9,11,1,2,0,0,0,0.022832,29.544,0,100.578,NA,NA,2019-09-05 07:54:23
"143",1430,2450,1636,1048,507,291,343,197,200,240,65,46,29,13,7,3,1,0,0.069678,29.572,0,100.578,NA,NA,2019-09-05 07:54:33
"144",1440,3114,2043,1280,665,361,436,226,245,227,103,51,26,12,7,3,3,0,0.086438,29.588,0,100.587,NA,NA,2019-09-05 07:54:43
"145",1450,3196,2063,1348,712,405,453,250,270,247,111,51,29,10,4,3,1,0,0.090425,29.604,0,100.587,NA,NA,2019-09-05 07:54:53
"146",1460,3127,2205,1317,687,354,401,251,253,253,97,50,31,10,12,3,0,0,0.089295,29.632,0,100.584,NA,NA,2019-09-05 07:55:03
"147",1470,3187,1991,1310,674,392,435,258,244,259,81,47,27,9,5,2,0,0,0.087566,29.649,0,100.581,NA,NA,2019-09-05 07:55:13
"148",1480,3105,2012,1393,658,383,457,252,256,248,95,44,32,13,10,1,1,0,0.088833,29.674,0,100.581,NA,NA,2019-09-05 07:55:23
"149",1490,3009,2072,1323,625,397,459,257,230,240,103,37,36,15,8,3,1,0,0.087483,29.689,0,100.581,NA,NA,2019-09-05 07:55:33
"150",1500,3024,2065,1357,643,341,433,230,223,248,98,44,22,5,5,1,0,0,0.085917,29.702,0,100.581,NA,NA,2019-09-05 07:55:43
"151",1510,3055,2005,1322,707,376,407,238,249,224,80,42,20,9,7,2,0,0,0.085685,29.733,0,100.581,NA,NA,2019-09-05 07:55:53
"152",1520,3012,1927,1316,626,356,408,238,209,222,86,37,14,6,1,0,0,0,0.08287,29.744,0,100.578,NA,NA,2019-09-05 07:56:03
"153",1530,2922,1992,1326,643,349,434,230,211,242,95,30,26,9,1,1,1,0,0.084276,29.761,0,100.575,NA,NA,2019-09-05 07:56:13
"154",1540,3065,2027,1283,660,347,416,234,220,234,85,23,17,8,4,1,0,0,0.0839,29.786,0,100.578,NA,NA,2019-09-05 07:56:23
"155",1550,2953,1896,1327,606,380,410,202,220,204,75,28,18,8,2,0,1,0,0.080856,29.803,0,100.587,NA,NA,2019-09-05 07:56:33
"156",1560,2955,1967,1288,643,332,445,228,210,240,88,29,22,11,5,0,0,0,0.082847,29.825,0,100.584,NA,NA,2019-09-05 07:56:43
"157",1570,2948,1917,1305,691,359,403,240,222,215,73,30,15,8,3,2,0,0,0.082165,29.847,0,100.578,NA,NA,2019-09-05 07:56:53
"158",1580,2864,1930,1243,646,365,399,217,227,234,80,34,21,4,4,1,0,0,0.081029,29.858,0,100.584,NA,NA,2019-09-05 07:57:03
"159",1590,2830,1857,1305,661,320,342,196,211,198,60,40,9,9,0,0,0,0,0.07851,29.888,0,100.581,NA,NA,2019-09-05 07:57:13
"160",1600,2944,1909,1251,634,326,399,236,196,201,68,33,15,7,2,2,0,0,0.079558,29.904,0,100.584,NA,NA,2019-09-05 07:57:23
"161",1610,2834,1855,1291,639,337,415,208,223,201,71,32,8,7,2,1,0,0,0.080028,29.919,0,100.584,NA,NA,2019-09-05 07:57:33
"162",1620,2839,1846,1253,635,315,376,212,215,192,58,31,13,7,1,0,0,0,0.077768,29.947,0,100.587,NA,NA,2019-09-05 07:57:43
"163",1630,2808,1942,1260,679,334,380,202,208,196,60,32,11,10,0,0,0,0,0.07925,29.961,0,100.59,NA,NA,2019-09-05 07:57:53
"164",1640,2749,1884,1282,649,335,373,215,178,165,66,32,10,6,0,0,0,0,0.077655,29.975,0,100.59,NA,NA,2019-09-05 07:58:03
"165",1650,2898,1872,1218,611,351,368,229,189,174,64,27,8,4,0,1,0,0,0.077755,30,0,100.587,NA,NA,2019-09-05 07:58:13
"166",1660,2718,1837,1285,638,341,393,195,187,180,51,27,10,4,2,0,0,0,0.077425,30.016,0,100.59,NA,NA,2019-09-05 07:58:23
"167",1670,2753,1807,1218,603,321,373,218,204,175,65,13,12,2,2,1,0,0,0.075669,30.04,0,100.587,NA,NA,2019-09-05 07:58:33
"168",1680,2701,1821,1248,642,304,382,212,205,162,54,22,9,5,2,0,0,0,0.075515,30.062,0,100.59,NA,NA,2019-09-05 07:58:43
"169",1690,2257,1440,977,496,290,289,137,123,146,44,15,9,4,1,1,0,0,0.060331,30.091,0,100.59,NA,NA,2019-09-05 07:58:53
"170",1700,1694,1221,825,397,208,260,132,114,94,36,14,7,1,0,0,0,0,0.048686,30.105,0,100.584,NA,NA,2019-09-05 07:59:03
"171",1710,1741,1183,800,361,233,211,131,133,112,36,17,7,3,2,0,0,0,0.048103,30.12,0,100.587,NA,NA,2019-09-05 07:59:13
"172",1720,1743,1147,771,411,201,237,128,121,121,31,10,6,1,0,0,0,0,0.047584,30.145,0,100.59,NA,NA,2019-09-05 07:59:23
"173",1730,1724,1138,825,384,193,251,135,97,91,37,15,5,3,0,0,0,0,0.04732,30.158,0,100.59,NA,NA,2019-09-05 07:59:33
"174",1740,1684,1151,752,385,191,210,106,101,116,38,13,3,3,1,0,0,0,0.046116,30.171,0,100.59,NA,NA,2019-09-05 07:59:43
"175",1750,1677,1129,755,338,199,229,111,122,93,38,15,4,0,0,0,0,1,0.045585,30.2,0,100.584,NA,NA,2019-09-05 07:59:53
"176",1760,1589,1164,763,366,222,230,100,93,85,29,13,13,3,1,0,0,0,0.045474,30.215,0,100.581,NA,NA,2019-09-05 08:00:03
"177",1770,1542,1027,682,316,203,200,96,116,99,18,12,5,0,0,0,0,0,0.041944,30.225,0,100.578,NA,NA,2019-09-05 08:00:13
"178",1780,1169,766,537,298,131,176,73,71,68,20,9,3,1,0,0,0,0,0.032077,30.255,0,100.59,NA,NA,2019-09-05 08:00:23
"179",1790,1136,856,536,259,135,166,80,62,65,18,3,5,0,0,0,0,0,0.03197,30.269,0,100.59,NA,NA,2019-09-05 08:00:33
"180",1800,1112,780,466,261,131,166,80,72,60,11,4,1,0,0,0,0,0,0.030407,30.284,0,100.593,NA,NA,2019-09-05 08:00:43
"181",1810,1087,756,490,231,128,158,73,68,51,15,6,1,1,0,0,0,0,0.029199,30.309,0,100.6,NA,NA,2019-09-05 08:00:53
"182",1820,1046,748,509,251,118,152,74,63,59,20,4,3,1,1,0,0,0,0.029348,30.32,0,100.593,NA,NA,2019-09-05 08:01:03
"183",1830,1043,760,532,246,110,160,81,47,58,24,4,2,0,0,0,0,0,0.029416,30.327,0,100.606,NA,NA,2019-09-05 08:01:13
"184",1840,1058,730,503,258,126,147,74,49,65,15,5,2,0,1,0,0,0,0.029311,30.36,0,100.593,NA,NA,2019-09-05 08:01:23
