"","pm1","pm2.5","resp","pm10","total","date"
"1102",0.007,0.007,0.007,0.007,0.007,2019-09-05 10:34:28
"1103",0.007,0.007,0.007,0.007,0.007,2019-09-05 10:34:38
"1104",0.007,0.007,0.007,0.007,0.007,2019-09-05 10:34:48
"1105",0.003,0.003,0.003,0.004,0.004,2019-09-05 10:34:58
"1106",0.004,0.004,0.004,0.004,0.004,2019-09-05 10:35:08
"1107",0.004,0.004,0.004,0.004,0.004,2019-09-05 10:35:18
"1108",0.004,0.004,0.004,0.004,0.004,2019-09-05 10:35:28
"1109",0.004,0.004,0.004,0.004,0.004,2019-09-05 10:35:38
"1110",0.004,0.005,0.005,0.005,0.005,2019-09-05 10:35:48
"1111",0.004,0.005,0.005,0.005,0.005,2019-09-05 10:35:58
"1112",0.003,0.003,0.003,0.003,0.003,2019-09-05 10:36:08
"1113",0,0,0,0,0,2019-09-05 10:36:18
"1114",0,0,0,0,0,2019-09-05 10:36:28
"1115",0,0,0,0,0,2019-09-05 10:36:38
"1116",0,0,0,0,0,2019-09-05 10:36:48
"1117",0,0,0,0,0,2019-09-05 10:36:58
"1118",0.001,0.001,0.001,0.001,0.001,2019-09-05 10:37:08
"1119",0.005,0.005,0.005,0.005,0.005,2019-09-05 10:37:18
"1120",0.007,0.007,0.007,0.007,0.007,2019-09-05 10:37:28
"1121",0.008,0.009,0.009,0.009,0.009,2019-09-05 10:37:38
"1122",0.015,0.015,0.015,0.015,0.015,2019-09-05 10:37:48
"1123",0.02,0.02,0.02,0.02,0.02,2019-09-05 10:37:58
"1124",0.021,0.021,0.021,0.021,0.021,2019-09-05 10:38:08
"1125",0.02,0.02,0.02,0.02,0.02,2019-09-05 10:38:18
"1126",0.016,0.016,0.016,0.016,0.016,2019-09-05 10:38:28
"1127",0.004,0.004,0.005,0.005,0.005,2019-09-05 10:38:38
"1128",0.001,0.001,0.001,0.001,0.001,2019-09-05 10:38:48
"1129",0.001,0.002,0.002,0.002,0.002,2019-09-05 10:38:58
"1130",0.002,0.002,0.002,0.002,0.002,2019-09-05 10:39:08
"1131",0.006,0.006,0.006,0.006,0.006,2019-09-05 10:39:18
"1132",0.009,0.009,0.009,0.009,0.009,2019-09-05 10:39:28
"1133",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:39:38
"1134",0.014,0.014,0.014,0.014,0.014,2019-09-05 10:39:48
"1135",0.017,0.017,0.017,0.017,0.017,2019-09-05 10:39:58
"1136",0.021,0.021,0.021,0.021,0.021,2019-09-05 10:40:08
"1137",0.022,0.022,0.022,0.022,0.022,2019-09-05 10:40:18
"1138",0.022,0.022,0.022,0.022,0.022,2019-09-05 10:40:28
"1139",0.021,0.021,0.021,0.021,0.021,2019-09-05 10:40:38
"1140",0.02,0.02,0.02,0.02,0.02,2019-09-05 10:40:48
"1141",0.017,0.017,0.017,0.018,0.018,2019-09-05 10:40:58
"1142",0.005,0.005,0.005,0.005,0.005,2019-09-05 10:41:08
"1143",0.001,0.001,0.001,0.001,0.001,2019-09-05 10:41:18
"1144",0,0,0,0,0,2019-09-05 10:41:28
"1145",0,0,0,0,0,2019-09-05 10:41:38
"1146",0.001,0.001,0.001,0.001,0.001,2019-09-05 10:41:48
"1147",0.016,0.017,0.017,0.017,0.017,2019-09-05 10:41:58
"1148",0.032,0.032,0.032,0.032,0.032,2019-09-05 10:42:08
"1149",0.043,0.043,0.043,0.043,0.043,2019-09-05 10:42:18
"1150",0.041,0.041,0.041,0.041,0.041,2019-09-05 10:42:28
"1151",0.038,0.038,0.038,0.038,0.038,2019-09-05 10:42:38
"1152",0.035,0.035,0.035,0.035,0.035,2019-09-05 10:42:48
"1153",0.015,0.015,0.015,0.015,0.015,2019-09-05 10:42:58
"1154",0.005,0.006,0.006,0.006,0.006,2019-09-05 10:43:08
"1155",0.005,0.005,0.005,0.005,0.005,2019-09-05 10:43:18
"1156",0.007,0.007,0.007,0.007,0.007,2019-09-05 10:43:28
"1157",0.013,0.013,0.013,0.013,0.013,2019-09-05 10:43:38
"1158",0.02,0.02,0.02,0.02,0.02,2019-09-05 10:43:48
"1159",0.025,0.025,0.025,0.025,0.025,2019-09-05 10:43:58
"1160",0.024,0.024,0.024,0.024,0.024,2019-09-05 10:44:08
"1161",0.023,0.023,0.023,0.023,0.023,2019-09-05 10:44:18
"1162",0.016,0.016,0.016,0.016,0.016,2019-09-05 10:44:28
"1163",0.004,0.004,0.004,0.004,0.004,2019-09-05 10:44:38
"1164",0.002,0.002,0.002,0.002,0.002,2019-09-05 10:44:48
"1165",0.005,0.005,0.005,0.005,0.005,2019-09-05 10:44:58
"1166",0.017,0.017,0.017,0.017,0.017,2019-09-05 10:45:08
"1167",0.03,0.03,0.03,0.03,0.03,2019-09-05 10:45:18
"1168",0.037,0.037,0.037,0.037,0.037,2019-09-05 10:45:28
"1169",0.033,0.033,0.033,0.033,0.033,2019-09-05 10:45:38
"1170",0.031,0.031,0.031,0.031,0.031,2019-09-05 10:45:48
"1171",0.017,0.017,0.017,0.017,0.017,2019-09-05 10:45:58
"1172",0.005,0.005,0.005,0.005,0.005,2019-09-05 10:46:08
"1173",0.004,0.005,0.005,0.005,0.005,2019-09-05 10:46:18
"1174",0.018,0.018,0.018,0.018,0.018,2019-09-05 10:46:28
"1175",0.019,0.019,0.019,0.019,0.019,2019-09-05 10:46:38
"1176",0.017,0.017,0.017,0.017,0.017,2019-09-05 10:46:48
"1177",0.016,0.016,0.016,0.016,0.016,2019-09-05 10:46:58
"1178",0.007,0.007,0.007,0.007,0.007,2019-09-05 10:47:08
"1179",0.001,0.001,0.001,0.001,0.001,2019-09-05 10:47:18
"1180",0,0,0,0,0,2019-09-05 10:47:28
"1181",0.015,0.015,0.015,0.015,0.015,2019-09-05 10:47:38
"1182",0.017,0.017,0.017,0.017,0.017,2019-09-05 10:47:48
"1183",0.02,0.02,0.02,0.02,0.022,2019-09-05 10:47:58
"1184",0.021,0.021,0.021,0.021,0.021,2019-09-05 10:48:08
"1185",0.024,0.024,0.024,0.024,0.024,2019-09-05 10:48:18
"1186",0.023,0.023,0.023,0.023,0.023,2019-09-05 10:48:28
"1187",0.022,0.022,0.022,0.022,0.022,2019-09-05 10:48:38
"1188",0.021,0.021,0.021,0.021,0.021,2019-09-05 10:48:48
"1189",0.02,0.021,0.021,0.021,0.021,2019-09-05 10:48:58
"1190",0.02,0.02,0.02,0.02,0.02,2019-09-05 10:49:08
"1191",0.02,0.02,0.02,0.02,0.02,2019-09-05 10:49:18
"1192",0.019,0.019,0.019,0.019,0.019,2019-09-05 10:49:28
"1193",0.019,0.02,0.02,0.02,0.02,2019-09-05 10:49:38
"1194",0.019,0.019,0.019,0.019,0.019,2019-09-05 10:49:48
"1195",0.019,0.019,0.019,0.019,0.019,2019-09-05 10:49:58
"1196",0.019,0.019,0.019,0.019,0.019,2019-09-05 10:50:08
"1197",0.019,0.019,0.019,0.02,0.02,2019-09-05 10:50:18
"1198",0.019,0.019,0.019,0.019,0.019,2019-09-05 10:50:28
"1199",0.019,0.019,0.019,0.019,0.019,2019-09-05 10:50:38
"1200",0.013,0.013,0.013,0.013,0.013,2019-09-05 10:50:48
"1201",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:50:58
"1202",0.011,0.012,0.012,0.012,0.012,2019-09-05 10:51:08
"1203",0.011,0.012,0.012,0.012,0.012,2019-09-05 10:51:18
"1204",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:51:28
"1205",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:51:38
"1206",0.011,0.012,0.012,0.012,0.012,2019-09-05 10:51:48
"1207",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:51:58
"1208",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:52:08
"1209",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:52:18
"1210",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:52:28
"1211",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:52:38
"1212",0.011,0.012,0.012,0.012,0.012,2019-09-05 10:52:48
"1213",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:52:58
"1214",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:53:08
"1215",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:53:18
"1216",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:53:28
"1217",0.011,0.012,0.012,0.012,0.012,2019-09-05 10:53:38
"1218",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:53:48
"1219",0.011,0.012,0.012,0.012,0.012,2019-09-05 10:53:58
"1220",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:54:08
"1221",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:54:18
"1222",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:54:28
"1223",0.011,0.012,0.012,0.012,0.012,2019-09-05 10:54:38
"1224",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:54:48
"1225",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:54:58
"1226",0.011,0.012,0.012,0.012,0.012,2019-09-05 10:55:08
"1227",0.012,0.012,0.012,0.012,0.012,2019-09-05 10:55:18
"1228",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:55:28
"1229",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:55:38
"1230",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:55:48
"1231",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:55:58
"1232",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:56:08
"1233",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:56:18
"1234",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:56:28
"1235",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:56:38
"1236",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:56:48
"1237",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:56:58
"1238",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:57:08
"1239",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:57:18
"1240",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:57:28
"1241",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:57:38
"1242",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:57:48
"1243",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:57:58
"1244",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:58:08
"1245",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:58:18
"1246",0.01,0.01,0.01,0.01,0.01,2019-09-05 10:58:28
"1247",0.01,0.01,0.01,0.01,0.01,2019-09-05 10:58:38
"1248",0.011,0.011,0.011,0.011,0.011,2019-09-05 10:58:48
"1249",0.01,0.01,0.01,0.01,0.01,2019-09-05 10:58:58
"1250",0.01,0.01,0.01,0.01,0.01,2019-09-05 10:59:08
"1251",0.01,0.01,0.01,0.01,0.01,2019-09-05 10:59:18
"1252",0.01,0.01,0.01,0.01,0.01,2019-09-05 10:59:28
"1253",0.01,0.01,0.01,0.01,0.01,2019-09-05 10:59:38
"1254",0.01,0.011,0.011,0.011,0.011,2019-09-05 10:59:48
"1255",0.01,0.01,0.01,0.01,0.01,2019-09-05 10:59:58
"1256",0.01,0.01,0.01,0.01,0.01,2019-09-05 11:00:08
"1257",0.01,0.01,0.01,0.01,0.01,2019-09-05 11:00:18
"1258",0.01,0.01,0.01,0.01,0.01,2019-09-05 11:00:28
"1259",0.01,0.01,0.01,0.01,0.01,2019-09-05 11:00:38
"1260",0.009,0.01,0.01,0.01,0.01,2019-09-05 11:00:48
"1261",0.009,0.009,0.009,0.009,0.009,2019-09-05 11:00:58
"1262",0.009,0.009,0.009,0.009,0.009,2019-09-05 11:01:08
"1263",0.009,0.009,0.009,0.009,0.009,2019-09-05 11:01:18
"1264",0.009,0.009,0.009,0.009,0.009,2019-09-05 11:01:28
"1265",0.003,0.004,0.004,0.004,0.004,2019-09-05 11:01:38
"1266",0.002,0.002,0.002,0.002,0.002,2019-09-05 11:01:48
"1267",0.001,0.002,0.002,0.002,0.002,2019-09-05 11:01:58
"1268",0.001,0.001,0.001,0.001,0.001,2019-09-05 11:02:08
"1269",0.001,0.001,0.001,0.001,0.001,2019-09-05 11:02:18
"1270",0.001,0.001,0.001,0.001,0.001,2019-09-05 11:02:28
"1271",0.001,0.001,0.001,0.001,0.001,2019-09-05 11:02:38
"1272",0.001,0.001,0.001,0.001,0.001,2019-09-05 11:02:48
"1273",0.001,0.001,0.001,0.001,0.001,2019-09-05 11:02:58
"1274",0.001,0.001,0.001,0.001,0.001,2019-09-05 11:03:08
"1275",0.001,0.001,0.001,0.001,0.001,2019-09-05 11:03:18
"1276",0.001,0.001,0.001,0.001,0.001,2019-09-05 11:03:28
"1277",0,0,0,0,0,2019-09-05 11:03:38
"1278",0,0,0,0,0,2019-09-05 11:03:48
"1279",0,0,0,0,0,2019-09-05 11:03:58
"1280",0,0,0,0,0,2019-09-05 11:04:08
"1281",0,0,0,0,0,2019-09-05 11:04:18
"1282",0,0,0,0,0,2019-09-05 11:04:28
"1283",0,0,0,0,0,2019-09-05 11:04:38
"1284",0,0,0,0,0,2019-09-05 11:04:48
"1285",0,0,0,0,0,2019-09-05 11:04:58
"1286",0,0,0,0,0,2019-09-05 11:05:08
"1287",0,0,0,0,0,2019-09-05 11:05:18
"1288",0,0,0,0,0,2019-09-05 11:05:28
"1289",0,0,0,0,0,2019-09-05 11:05:38
"1290",0,0,0,0,0,2019-09-05 11:05:48
"1291",0,0,0,0,0,2019-09-05 11:05:58
"1292",0,0,0,0,0,2019-09-05 11:06:08
"1293",0,0,0,0,0,2019-09-05 11:06:18
"1294",0,0,0,0,0,2019-09-05 11:06:28
"1295",0,0,0,0,0,2019-09-05 11:06:38
"1296",0,0,0,0,0,2019-09-05 11:06:48
"1297",0.009,0.011,0.011,0.011,0.011,2019-09-05 11:06:58
"1298",0.027,0.03,0.031,0.032,0.032,2019-09-05 11:07:08
"1299",0.03,0.034,0.035,0.038,0.038,2019-09-05 11:07:18
"1300",0.029,0.033,0.034,0.035,0.035,2019-09-05 11:07:28
"1301",0.011,0.012,0.013,0.013,0.013,2019-09-05 11:07:38
"1302",0.004,0.005,0.005,0.005,0.005,2019-09-05 11:07:48
"1303",0.004,0.005,0.005,0.005,0.005,2019-09-05 11:07:58
"1304",0.004,0.005,0.005,0.005,0.005,2019-09-05 11:08:08
"1305",0.006,0.007,0.007,0.008,0.008,2019-09-05 11:08:18
"1306",0.025,0.029,0.03,0.031,0.031,2019-09-05 11:08:28
"1307",0.033,0.037,0.038,0.039,0.039,2019-09-05 11:08:38
"1308",0.034,0.038,0.04,0.04,0.04,2019-09-05 11:08:48
"1309",0.022,0.026,0.027,0.027,0.027,2019-09-05 11:08:58
"1310",0.007,0.009,0.009,0.009,0.009,2019-09-05 11:09:08
"1311",0.001,0.002,0.002,0.002,0.002,2019-09-05 11:09:18
"1312",0.001,0.002,0.002,0.002,0.002,2019-09-05 11:09:28
"1313",0.002,0.003,0.003,0.004,0.004,2019-09-05 11:09:38
"1314",0.012,0.014,0.014,0.015,0.015,2019-09-05 11:09:48
"1315",0.025,0.028,0.03,0.03,0.03,2019-09-05 11:09:58
"1316",0.029,0.032,0.033,0.035,0.035,2019-09-05 11:10:08
"1317",0.029,0.033,0.034,0.038,0.038,2019-09-05 11:10:18
"1318",0.017,0.019,0.02,0.02,0.02,2019-09-05 11:10:28
"1319",0.004,0.005,0.006,0.006,0.006,2019-09-05 11:10:38
"1320",0.001,0.001,0.001,0.001,0.001,2019-09-05 11:10:48
"1321",0.001,0.002,0.002,0.002,0.002,2019-09-05 11:10:58
"1322",0.002,0.003,0.003,0.003,0.003,2019-09-05 11:11:08
"1323",0.027,0.03,0.031,0.031,0.031,2019-09-05 11:11:18
"1324",0.043,0.048,0.05,0.052,0.052,2019-09-05 11:11:28
"1325",0.044,0.05,0.052,0.054,0.054,2019-09-05 11:11:38
"1326",0.039,0.044,0.046,0.047,0.047,2019-09-05 11:11:48
"1327",0.016,0.019,0.02,0.02,0.02,2019-09-05 11:11:58
"1328",0.005,0.006,0.007,0.007,0.007,2019-09-05 11:12:08
"1329",0.003,0.004,0.004,0.004,0.004,2019-09-05 11:12:18
"1330",0.003,0.003,0.004,0.004,0.004,2019-09-05 11:12:28
"1331",0.004,0.005,0.005,0.005,0.005,2019-09-05 11:12:38
"1332",0.011,0.011,0.012,0.012,0.012,2019-09-05 11:12:48
"1333",0.02,0.021,0.021,0.021,0.021,2019-09-05 11:12:58
"1334",0.024,0.024,0.025,0.025,0.025,2019-09-05 11:13:08
"1335",0.024,0.025,0.025,0.025,0.025,2019-09-05 11:13:18
"1336",0.018,0.018,0.019,0.019,0.019,2019-09-05 11:13:28
"1337",0.005,0.005,0.005,0.005,0.005,2019-09-05 11:13:38
"1338",0.003,0.004,0.004,0.004,0.004,2019-09-05 11:13:48
"1339",0.003,0.004,0.004,0.004,0.004,2019-09-05 11:13:58
"1340",0.009,0.009,0.01,0.01,0.01,2019-09-05 11:14:08
"1341",0.026,0.029,0.03,0.031,0.031,2019-09-05 11:14:18
"1342",0.034,0.038,0.04,0.042,0.042,2019-09-05 11:14:28
"1343",0.035,0.038,0.039,0.042,0.042,2019-09-05 11:14:38
"1344",0.017,0.019,0.019,0.02,0.02,2019-09-05 11:14:48
"1345",0.006,0.007,0.007,0.007,0.007,2019-09-05 11:14:58
"1346",0.001,0.001,0.001,0.001,0.001,2019-09-05 11:15:08
"1347",0,0,0,0,0,2019-09-05 11:15:18
"1348",0,0,0,0,0,2019-09-05 11:15:28
"1349",0,0,0,0,0,2019-09-05 11:15:38
"1350",0,0,0,0,0,2019-09-05 11:15:48
"1351",0.006,0.006,0.007,0.007,0.007,2019-09-05 11:15:58
"1352",0.011,0.012,0.012,0.013,0.013,2019-09-05 11:16:08
"1353",0.012,0.013,0.013,0.014,0.014,2019-09-05 11:16:18
"1354",0.015,0.016,0.016,0.017,0.019,2019-09-05 11:16:28
"1355",0.025,0.026,0.026,0.027,0.027,2019-09-05 11:16:38
"1356",0.029,0.031,0.031,0.031,0.031,2019-09-05 11:16:48
"1357",0.03,0.031,0.031,0.032,0.032,2019-09-05 11:16:58
"1358",0.03,0.031,0.032,0.032,0.032,2019-09-05 11:17:08
"1359",0.03,0.032,0.032,0.032,0.032,2019-09-05 11:17:18
"1360",0.03,0.032,0.032,0.032,0.032,2019-09-05 11:17:28
"1361",0.029,0.031,0.031,0.031,0.031,2019-09-05 11:17:38
"1362",0.029,0.031,0.031,0.031,0.031,2019-09-05 11:17:48
"1363",0.03,0.031,0.031,0.032,0.032,2019-09-05 11:17:58
"1364",0.029,0.03,0.031,0.031,0.031,2019-09-05 11:18:08
"1365",0.029,0.03,0.03,0.03,0.03,2019-09-05 11:18:18
"1366",0.029,0.03,0.031,0.031,0.031,2019-09-05 11:18:28
"1367",0.028,0.03,0.03,0.03,0.03,2019-09-05 11:18:38
"1368",0.029,0.03,0.031,0.031,0.031,2019-09-05 11:18:48
"1369",0.029,0.03,0.03,0.031,0.031,2019-09-05 11:18:58
"1370",0.015,0.016,0.016,0.016,0.016,2019-09-05 11:19:08
"1371",0.008,0.009,0.009,0.009,0.009,2019-09-05 11:19:18
"1372",0.008,0.008,0.008,0.009,0.009,2019-09-05 11:19:28
"1373",0.009,0.009,0.009,0.009,0.012,2019-09-05 11:19:38
"1374",0.009,0.009,0.009,0.009,0.009,2019-09-05 11:19:48
"1375",0.008,0.009,0.009,0.009,0.009,2019-09-05 11:19:58
"1376",0.009,0.009,0.009,0.009,0.009,2019-09-05 11:20:08
"1377",0.009,0.009,0.009,0.009,0.009,2019-09-05 11:20:18
"1378",0.009,0.009,0.01,0.01,0.01,2019-09-05 11:20:28
"1379",0.008,0.009,0.009,0.009,0.009,2019-09-05 11:20:38
"1380",0.006,0.007,0.007,0.007,0.007,2019-09-05 11:20:48
"1381",0.005,0.006,0.006,0.006,0.006,2019-09-05 11:20:58
"1382",0.005,0.006,0.006,0.006,0.006,2019-09-05 11:21:08
"1383",0.006,0.006,0.006,0.006,0.006,2019-09-05 11:21:18
"1384",0.006,0.006,0.006,0.006,0.006,2019-09-05 11:21:28
"1385",0.006,0.006,0.006,0.006,0.006,2019-09-05 11:21:38
"1386",0.006,0.006,0.006,0.006,0.006,2019-09-05 11:21:48
"1387",0.006,0.007,0.007,0.007,0.007,2019-09-05 11:21:58
"1388",0.006,0.007,0.007,0.007,0.007,2019-09-05 11:22:08
"1389",0.001,0.002,0.002,0.002,0.002,2019-09-05 11:22:18
"1390",0,0,0,0,0,2019-09-05 11:22:28
"1391",0,0,0,0,0,2019-09-05 11:22:38
"1392",0.001,0.001,0.001,0.001,0.001,2019-09-05 11:22:48
"1393",0.024,0.024,0.024,0.024,0.024,2019-09-05 11:22:58
"1394",0.021,0.021,0.021,0.021,0.021,2019-09-05 11:23:08
"1395",0.019,0.019,0.019,0.019,0.019,2019-09-05 11:23:18
"1396",0.017,0.017,0.017,0.017,0.017,2019-09-05 11:23:28
"1397",0.005,0.006,0.006,0.006,0.006,2019-09-05 11:23:38
"1398",0.017,0.017,0.017,0.017,0.017,2019-09-05 11:23:48
"1399",0.027,0.027,0.027,0.027,0.027,2019-09-05 11:23:58
"1400",0.022,0.022,0.022,0.022,0.022,2019-09-05 11:24:08
"1401",0.017,0.017,0.017,0.017,0.017,2019-09-05 11:24:18
"1402",0.005,0.005,0.005,0.005,0.005,2019-09-05 11:24:28
"1403",0.001,0.001,0.001,0.001,0.001,2019-09-05 11:24:38
"1404",0.022,0.022,0.022,0.022,0.022,2019-09-05 11:24:48
"1405",0.046,0.046,0.046,0.046,0.046,2019-09-05 11:24:58
"1406",0.04,0.04,0.04,0.04,0.04,2019-09-05 11:25:08
"1407",0.037,0.037,0.037,0.037,0.037,2019-09-05 11:25:18
"1408",0.026,0.026,0.026,0.026,0.026,2019-09-05 11:25:28
"1409",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:25:38
"1410",0.003,0.003,0.003,0.003,0.003,2019-09-05 11:25:48
"1411",0.017,0.017,0.017,0.017,0.017,2019-09-05 11:25:58
"1412",0.058,0.058,0.058,0.058,0.058,2019-09-05 11:26:08
"1413",0.048,0.048,0.048,0.048,0.048,2019-09-05 11:26:18
"1414",0.045,0.045,0.045,0.045,0.045,2019-09-05 11:26:28
"1415",0.043,0.043,0.043,0.043,0.043,2019-09-05 11:26:38
"1416",0.021,0.021,0.021,0.021,0.021,2019-09-05 11:26:48
"1417",0.007,0.007,0.007,0.007,0.007,2019-09-05 11:26:58
"1418",0.005,0.005,0.005,0.005,0.005,2019-09-05 11:27:08
"1419",0.027,0.027,0.027,0.027,0.027,2019-09-05 11:27:18
"1420",0.024,0.024,0.024,0.024,0.024,2019-09-05 11:27:28
"1421",0.022,0.022,0.022,0.022,0.022,2019-09-05 11:27:38
"1422",0.016,0.016,0.016,0.016,0.016,2019-09-05 11:27:48
"1423",0.004,0.004,0.004,0.004,0.004,2019-09-05 11:27:58
"1424",0.002,0.002,0.002,0.002,0.002,2019-09-05 11:28:08
"1425",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:28:18
"1426",0.021,0.021,0.021,0.021,0.021,2019-09-05 11:28:28
"1427",0.017,0.017,0.017,0.017,0.017,2019-09-05 11:28:38
"1428",0.016,0.016,0.016,0.016,0.016,2019-09-05 11:28:48
"1429",0.009,0.009,0.009,0.009,0.009,2019-09-05 11:28:58
"1430",0.001,0.001,0.001,0.001,0.001,2019-09-05 11:29:08
"1431",0,0,0,0.001,0.001,2019-09-05 11:29:18
"1432",0,0,0,0,0,2019-09-05 11:29:28
"1433",0.043,0.043,0.043,0.043,0.043,2019-09-05 11:29:38
"1434",0.034,0.034,0.034,0.034,0.034,2019-09-05 11:29:48
"1435",0.031,0.031,0.031,0.031,0.031,2019-09-05 11:29:58
"1436",0.03,0.03,0.03,0.03,0.03,2019-09-05 11:30:08
"1437",0.028,0.029,0.029,0.029,0.029,2019-09-05 11:30:18
"1438",0.028,0.028,0.028,0.028,0.038,2019-09-05 11:30:28
"1439",0.027,0.027,0.027,0.027,0.027,2019-09-05 11:30:38
"1440",0.026,0.026,0.027,0.027,0.027,2019-09-05 11:30:48
"1441",0.026,0.026,0.026,0.026,0.026,2019-09-05 11:30:58
"1442",0.025,0.025,0.025,0.025,0.025,2019-09-05 11:31:08
"1443",0.025,0.025,0.025,0.025,0.025,2019-09-05 11:31:18
"1444",0.025,0.025,0.025,0.025,0.025,2019-09-05 11:31:28
"1445",0.025,0.025,0.025,0.025,0.025,2019-09-05 11:31:38
"1446",0.024,0.024,0.024,0.024,0.024,2019-09-05 11:31:48
"1447",0.024,0.024,0.024,0.024,0.024,2019-09-05 11:31:58
"1448",0.023,0.023,0.023,0.023,0.023,2019-09-05 11:32:08
"1449",0.023,0.023,0.023,0.023,0.023,2019-09-05 11:32:18
"1450",0.023,0.023,0.023,0.023,0.023,2019-09-05 11:32:28
"1451",0.023,0.023,0.023,0.023,0.023,2019-09-05 11:32:38
"1452",0.012,0.013,0.013,0.013,0.013,2019-09-05 11:32:48
"1453",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:32:58
"1454",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:33:08
"1455",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:33:18
"1456",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:33:28
"1457",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:33:38
"1458",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:33:48
"1459",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:33:58
"1460",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:34:08
"1461",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:34:18
"1462",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:34:28
"1463",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:34:38
"1464",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:34:48
"1465",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:34:58
"1466",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:35:08
"1467",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:35:18
"1468",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:35:28
"1469",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:35:38
"1470",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:35:48
"1471",0.007,0.008,0.008,0.008,0.008,2019-09-05 11:35:58
"1472",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:36:08
"1473",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:36:18
"1474",0.008,0.008,0.008,0.008,0.008,2019-09-05 11:36:28
"1475",0.007,0.007,0.007,0.007,0.007,2019-09-05 11:36:38
"1476",0.007,0.007,0.007,0.007,0.007,2019-09-05 11:36:48
"1477",0.007,0.007,0.007,0.007,0.007,2019-09-05 11:36:58
"1478",0.007,0.007,0.007,0.007,0.007,2019-09-05 11:37:08
"1479",0.007,0.007,0.007,0.007,0.007,2019-09-05 11:37:18
"1480",0.007,0.007,0.007,0.007,0.007,2019-09-05 11:37:28
"1481",0.006,0.007,0.007,0.007,0.007,2019-09-05 11:37:38
"1482",0.007,0.007,0.007,0.007,0.007,2019-09-05 11:37:48
"1483",0.007,0.007,0.007,0.007,0.007,2019-09-05 11:37:58
"1484",0.006,0.007,0.007,0.007,0.007,2019-09-05 11:38:08
"1485",0.007,0.007,0.007,0.007,0.007,2019-09-05 11:38:18
"1486",0.006,0.006,0.006,0.006,0.006,2019-09-05 11:38:28
"1487",0.007,0.007,0.007,0.007,0.007,2019-09-05 11:38:38
"1488",0.006,0.006,0.006,0.006,0.006,2019-09-05 11:38:48
