"","date.1.","time.1.","rel.time.1.","N.1.","dp_av.1.","P.1.","S_al.1.","S_tb.1.","S_ha.1.","M_al.1.","M_tb.1.","M_ha.1.","date"
"392","Sep 2019","09:39:06",4050,3312,142,1.95,22.18,4.48,2.83,0.28,0.05,0.1,2019-09-05 08:39:06
"393","Sep 2019","09:39:16",4060,3312,142,1.95,22.18,4.48,2.83,0.28,0.05,0.1,2019-09-05 08:39:16
"394","Sep 2019","09:39:26",4070,3450,147,2.01,23.79,4.81,3.04,0.28,0.06,0.11,2019-09-05 08:39:26
"395","Sep 2019","09:39:36",4080,3450,147,2.01,23.79,4.81,3.04,0.28,0.06,0.11,2019-09-05 08:39:36
"396","Sep 2019","09:39:56",4100,4627,142,2.24,30.99,6.26,3.96,0.39,0.08,0.14,2019-09-05 08:39:56
"397","Sep 2019","09:40:06",4110,4766,138,2.24,30.99,6.26,3.96,0.4,0.08,0.13,2019-09-05 08:40:06
"398","Sep 2019","09:40:16",4120,2957,142,1.85,19.8,4,2.53,0.25,0.05,0.09,2019-09-05 08:40:16
"399","Sep 2019","09:40:26",4130,2957,142,1.85,19.8,4,2.53,0.25,0.05,0.09,2019-09-05 08:40:26
"400","Sep 2019","09:40:36",4140,3603,147,2.05,24.85,5.02,3.17,0.29,0.06,0.11,2019-09-05 08:40:36
"401","Sep 2019","09:40:46",4150,3498,151,2.05,24.85,5.02,3.17,0.28,0.06,0.12,2019-09-05 08:40:46
"402","Sep 2019","09:40:56",4160,2899,151,1.88,20.6,4.16,2.63,0.23,0.05,0.1,2019-09-05 08:40:56
"403","Sep 2019","09:41:06",4170,2899,151,1.88,20.6,4.16,2.63,0.23,0.05,0.1,2019-09-05 08:41:06
"404","Sep 2019","09:41:16",4180,3237,151,1.98,23,4.65,2.94,0.26,0.05,0.11,2019-09-05 08:41:16
"405","Sep 2019","09:41:26",4190,3143,156,1.98,23,4.65,2.94,0.24,0.05,0.12,2019-09-05 08:41:26
"406","Sep 2019","09:41:36",4200,2752,156,1.86,20.13,4.07,2.57,0.21,0.04,0.1,2019-09-05 08:41:36
"407","Sep 2019","09:41:46",4210,2752,156,1.86,20.13,4.07,2.57,0.21,0.04,0.1,2019-09-05 08:41:46
"408","Sep 2019","09:41:56",4220,2538,156,1.79,18.57,3.75,2.37,0.19,0.04,0.1,2019-09-05 08:41:56
"409","Sep 2019","09:42:06",4230,2538,156,1.79,18.57,3.75,2.37,0.19,0.04,0.1,2019-09-05 08:42:06
"410","Sep 2019","09:42:16",4240,3241,151,1.98,23.03,4.65,2.94,0.26,0.05,0.11,2019-09-05 08:42:16
"411","Sep 2019","09:42:26",4250,3241,151,1.98,23.03,4.65,2.94,0.26,0.05,0.11,2019-09-05 08:42:26
"412","Sep 2019","09:42:36",4260,2571,151,1.78,18.27,3.69,2.33,0.2,0.04,0.09,2019-09-05 08:42:36
"413","Sep 2019","09:42:46",4270,2571,151,1.78,18.27,3.69,2.33,0.2,0.04,0.09,2019-09-05 08:42:46
"414","Sep 2019","09:42:56",4280,2841,151,1.87,20.18,4.08,2.58,0.23,0.05,0.1,2019-09-05 08:42:56
"415","Sep 2019","09:43:06",4290,2841,151,1.87,20.18,4.08,2.58,0.23,0.05,0.1,2019-09-05 08:43:06
"416","Sep 2019","09:43:16",4300,2929,156,1.92,21.43,4.33,2.74,0.22,0.05,0.11,2019-09-05 08:43:16
"417","Sep 2019","09:43:27",4311,2929,156,1.92,21.43,4.33,2.74,0.22,0.05,0.11,2019-09-05 08:43:27
"418","Sep 2019","09:43:37",4321,2839,156,1.89,20.77,4.2,2.65,0.22,0.05,0.11,2019-09-05 08:43:37
"419","Sep 2019","09:43:47",4331,2756,160,1.89,20.77,4.2,2.65,0.2,0.04,0.11,2019-09-05 08:43:47
"420","Sep 2019","09:43:57",4341,3306,156,2.02,24.19,4.89,3.09,0.25,0.05,0.12,2019-09-05 08:43:57
"421","Sep 2019","09:44:07",4351,3406,151,2.02,24.19,4.89,3.09,0.27,0.06,0.12,2019-09-05 08:44:07
"422","Sep 2019","09:44:17",4361,2736,156,1.86,20.02,4.05,2.56,0.21,0.04,0.1,2019-09-05 08:44:17
"423","Sep 2019","09:44:27",4371,2736,156,1.86,20.02,4.05,2.56,0.21,0.04,0.1,2019-09-05 08:44:27
"424","Sep 2019","09:44:37",4381,2599,156,1.81,19.02,3.84,2.43,0.2,0.04,0.1,2019-09-05 08:44:37
"425","Sep 2019","09:44:47",4391,2599,156,1.81,19.02,3.84,2.43,0.2,0.04,0.1,2019-09-05 08:44:47
"426","Sep 2019","09:45:07",4411,3637,151,2.08,25.84,5.22,3.3,0.29,0.06,0.13,2019-09-05 08:45:07
"427","Sep 2019","09:45:17",4421,3746,147,2.08,25.84,5.22,3.3,0.31,0.06,0.12,2019-09-05 08:45:17
"428","Sep 2019","09:45:27",4431,3122,151,1.95,22.18,4.48,2.83,0.25,0.05,0.11,2019-09-05 08:45:27
"429","Sep 2019","09:45:37",4441,3031,156,1.95,22.18,4.48,2.83,0.23,0.05,0.11,2019-09-05 08:45:37
"430","Sep 2019","09:45:47",4451,3125,160,2,23.55,4.76,3.01,0.23,0.05,0.13,2019-09-05 08:45:47
"431","Sep 2019","09:45:57",4461,3125,160,2,23.55,4.76,3.01,0.23,0.05,0.13,2019-09-05 08:45:57
"432","Sep 2019","09:46:07",4471,3331,160,2.06,25.1,5.07,3.2,0.24,0.05,0.14,2019-09-05 08:46:07
"433","Sep 2019","09:46:17",4481,3431,156,2.06,25.1,5.07,3.2,0.26,0.05,0.13,2019-09-05 08:46:17
"434","Sep 2019","09:46:27",4491,2666,156,1.84,19.51,3.94,2.49,0.2,0.04,0.1,2019-09-05 08:46:27
"435","Sep 2019","09:46:37",4501,2666,156,1.84,19.51,3.94,2.49,0.2,0.04,0.1,2019-09-05 08:46:37
"436","Sep 2019","09:46:47",4511,2784,156,1.87,20.37,4.12,2.6,0.21,0.04,0.1,2019-09-05 08:46:47
"437","Sep 2019","09:46:57",4521,2784,156,1.87,20.37,4.12,2.6,0.21,0.04,0.1,2019-09-05 08:46:57
"438","Sep 2019","09:47:07",4531,2913,156,1.91,21.32,4.31,2.72,0.22,0.05,0.11,2019-09-05 08:47:07
"439","Sep 2019","09:47:17",4541,3001,151,1.91,21.32,4.31,2.72,0.24,0.05,0.1,2019-09-05 08:47:17
"440","Sep 2019","09:47:27",4551,2481,156,1.77,18.15,3.67,2.32,0.19,0.04,0.09,2019-09-05 08:47:27
"441","Sep 2019","09:47:37",4561,2481,156,1.77,18.15,3.67,2.32,0.19,0.04,0.09,2019-09-05 08:47:37
"442","Sep 2019","09:47:47",4571,3777,151,2.11,26.83,5.42,3.43,0.3,0.06,0.13,2019-09-05 08:47:47
"443","Sep 2019","09:47:57",4581,3890,147,2.11,26.83,5.42,3.43,0.32,0.06,0.12,2019-09-05 08:47:57
"444","Sep 2019","09:48:07",4591,3151,151,1.96,22.39,4.53,2.86,0.25,0.05,0.11,2019-09-05 08:48:07
"445","Sep 2019","09:48:17",4601,3060,156,1.96,22.39,4.53,2.86,0.23,0.05,0.11,2019-09-05 08:48:17
"446","Sep 2019","09:48:27",4611,2597,156,1.81,19,3.84,2.43,0.2,0.04,0.1,2019-09-05 08:48:27
"447","Sep 2019","09:48:37",4621,2597,156,1.81,19,3.84,2.43,0.2,0.04,0.1,2019-09-05 08:48:37
"448","Sep 2019","09:48:47",4631,2715,156,1.85,19.86,4.01,2.54,0.21,0.04,0.1,2019-09-05 08:48:47
"449","Sep 2019","09:48:57",4641,2715,156,1.85,19.86,4.01,2.54,0.21,0.04,0.1,2019-09-05 08:48:57
"450","Sep 2019","09:49:07",4651,3005,156,1.94,21.99,4.44,2.81,0.23,0.05,0.11,2019-09-05 08:49:07
"451","Sep 2019","09:49:17",4661,3005,156,1.94,21.99,4.44,2.81,0.23,0.05,0.11,2019-09-05 08:49:17
"452","Sep 2019","09:49:27",4671,2887,156,1.91,21.13,4.27,2.7,0.22,0.05,0.11,2019-09-05 08:49:27
"453","Sep 2019","09:49:37",4681,2887,156,1.91,21.13,4.27,2.7,0.22,0.05,0.11,2019-09-05 08:49:37
"454","Sep 2019","09:49:47",4691,3014,156,1.94,22.05,4.46,2.82,0.23,0.05,0.11,2019-09-05 08:49:47
"455","Sep 2019","09:49:57",4701,2926,160,1.94,22.05,4.46,2.82,0.21,0.05,0.12,2019-09-05 08:49:57
"456","Sep 2019","09:50:07",4711,3658,156,2.11,26.77,5.41,3.42,0.28,0.06,0.14,2019-09-05 08:50:07
"457","Sep 2019","09:50:17",4721,3768,151,2.11,26.77,5.41,3.42,0.3,0.06,0.13,2019-09-05 08:50:17
"458","Sep 2019","09:50:38",4742,2891,156,1.91,21.16,4.28,2.7,0.22,0.05,0.11,2019-09-05 08:50:38
"459","Sep 2019","09:50:48",4752,2891,156,1.91,21.16,4.28,2.7,0.22,0.05,0.11,2019-09-05 08:50:48
"460","Sep 2019","09:50:58",4762,2859,156,1.9,20.92,4.23,2.67,0.22,0.05,0.11,2019-09-05 08:50:58
"461","Sep 2019","09:51:08",4772,2775,160,1.9,20.92,4.23,2.67,0.2,0.04,0.11,2019-09-05 08:51:08
"462","Sep 2019","09:51:18",4782,2436,160,1.78,18.36,3.71,2.34,0.18,0.04,0.1,2019-09-05 08:51:18
"463","Sep 2019","09:51:28",4792,2436,160,1.78,18.36,3.71,2.34,0.18,0.04,0.1,2019-09-05 08:51:28
"464","Sep 2019","09:51:38",4802,2789,165,1.93,21.65,4.38,2.76,0.19,0.04,0.12,2019-09-05 08:51:38
"465","Sep 2019","09:51:48",4812,2789,165,1.93,21.65,4.38,2.76,0.19,0.04,0.12,2019-09-05 08:51:48
"466","Sep 2019","09:51:58",4822,2571,165,1.86,19.96,4.03,2.55,0.17,0.04,0.11,2019-09-05 08:51:58
"467","Sep 2019","09:52:08",4832,2496,170,1.86,19.96,4.03,2.55,0.15,0.04,0.12,2019-09-05 08:52:08
"468","Sep 2019","09:52:18",4842,2443,175,1.86,20.12,4.07,2.57,0.13,0.03,0.13,2019-09-05 08:52:18
"469","Sep 2019","09:52:28",4852,2516,170,1.86,20.12,4.07,2.57,0.16,0.04,0.12,2019-09-05 08:52:28
"470","Sep 2019","09:52:38",4862,2863,165,1.95,22.23,4.49,2.84,0.19,0.04,0.13,2019-09-05 08:52:38
"471","Sep 2019","09:52:48",4872,2863,165,1.95,22.23,4.49,2.84,0.19,0.04,0.13,2019-09-05 08:52:48
"472","Sep 2019","09:52:58",4882,2894,165,1.96,22.47,4.54,2.87,0.2,0.04,0.13,2019-09-05 08:52:58
"473","Sep 2019","09:53:08",4892,2810,170,1.96,22.47,4.54,2.87,0.17,0.04,0.14,2019-09-05 08:53:08
"474","Sep 2019","09:53:18",4902,2753,175,1.97,22.68,4.58,2.89,0.15,0.04,0.14,2019-09-05 08:53:18
"475","Sep 2019","09:53:28",4912,2673,180,1.97,22.68,4.58,2.89,0.12,0.03,0.15,2019-09-05 08:53:28
"476","Sep 2019","09:53:38",4922,2180,180,1.79,18.49,3.74,2.36,0.1,0.03,0.12,2019-09-05 08:53:38
"477","Sep 2019","09:53:48",4932,2180,180,1.79,18.49,3.74,2.36,0.1,0.03,0.12,2019-09-05 08:53:48
"478","Sep 2019","09:53:58",4942,3148,186,2.13,27.5,5.56,3.51,0.11,0.03,0.19,2019-09-05 08:53:58
"479","Sep 2019","09:54:08",4952,3056,191,2.13,27.5,5.56,3.51,0.07,0.03,0.21,2019-09-05 08:54:08
"480","Sep 2019","09:54:18",4962,2617,191,2,23.55,4.76,3.01,0.06,0.02,0.18,2019-09-05 08:54:18
"481","Sep 2019","09:54:28",4972,2617,191,2,23.55,4.76,3.01,0.06,0.02,0.18,2019-09-05 08:54:28
"482","Sep 2019","09:54:38",4982,2834,197,2.09,26.27,5.31,3.35,0.02,0.02,0.21,2019-09-05 08:54:38
"483","Sep 2019","09:54:48",4992,2919,191,2.09,26.27,5.31,3.35,0.06,0.03,0.2,2019-09-05 08:54:48
"484","Sep 2019","09:54:58",5002,2639,186,1.98,23.06,4.66,2.94,0.09,0.03,0.16,2019-09-05 08:54:58
"485","Sep 2019","09:55:08",5012,2562,191,1.98,23.06,4.66,2.94,0.06,0.02,0.17,2019-09-05 08:55:08
"486","Sep 2019","09:55:18",5022,2411,191,1.93,21.7,4.39,2.77,0.05,0.02,0.16,2019-09-05 08:55:18
"487","Sep 2019","09:55:28",5032,2411,191,1.93,21.7,4.39,2.77,0.05,0.02,0.16,2019-09-05 08:55:28
"488","Sep 2019","09:55:38",5042,2684,197,2.05,24.88,5.03,3.18,0.02,0.02,0.2,2019-09-05 08:55:38
"489","Sep 2019","09:55:48",5052,2765,191,2.05,24.88,5.03,3.18,0.06,0.02,0.19,2019-09-05 08:55:48
"490","Sep 2019","09:56:08",5072,2191,197,1.87,20.31,4.11,2.59,0.01,0.01,0.16,2019-09-05 08:56:08
"491","Sep 2019","09:56:19",5083,2191,197,1.87,20.31,4.11,2.59,0.01,0.01,0.16,2019-09-05 08:56:19
"492","Sep 2019","09:56:29",5093,2501,203,2.01,23.87,4.83,3.05,-0.03,0.01,0.2,2019-09-05 08:56:29
"493","Sep 2019","09:56:39",5103,2428,209,2.01,23.87,4.83,3.05,-0.08,0,0.21,2019-09-05 08:56:39
"494","Sep 2019","09:56:49",5113,2114,209,1.89,20.79,4.2,2.65,-0.07,0,0.18,2019-09-05 08:56:49
"495","Sep 2019","09:56:59",5123,2053,216,1.89,20.79,4.2,2.65,-0.11,0,0.19,2019-09-05 08:56:59
"496","Sep 2019","09:57:09",5133,2452,209,2.02,24.11,4.87,3.08,-0.08,0,0.21,2019-09-05 08:57:09
"497","Sep 2019","09:57:19",5143,2526,203,2.02,24.11,4.87,3.08,-0.03,0.01,0.2,2019-09-05 08:57:19
"498","Sep 2019","09:57:29",5153,2534,197,2,23.49,4.75,3,0.02,0.02,0.19,2019-09-05 08:57:29
"499","Sep 2019","09:57:39",5163,2460,203,2,23.49,4.75,3,-0.03,0.01,0.2,2019-09-05 08:57:39
"500","Sep 2019","09:57:49",5173,2586,197,2.02,23.97,4.85,3.06,0.02,0.02,0.19,2019-09-05 08:57:49
"501","Sep 2019","09:57:59",5183,2511,203,2.02,23.97,4.85,3.06,-0.03,0.01,0.2,2019-09-05 08:57:59
"502","Sep 2019","09:58:09",5193,2338,209,1.98,23,4.65,2.94,-0.07,0,0.2,2019-09-05 08:58:09
"503","Sep 2019","09:58:19",5203,2409,203,1.98,23,4.65,2.94,-0.03,0.01,0.19,2019-09-05 08:58:19
"504","Sep 2019","09:58:29",5213,2329,200,1.94,21.86,4.42,2.79,0,0.01,0.18,2019-09-05 08:58:29
"505","Sep 2019","09:58:39",5223,2329,200,1.94,21.86,4.42,2.79,0,0.01,0.18,2019-09-05 08:58:39
"506","Sep 2019","09:58:49",5233,2572,206,2.05,24.86,5.03,3.17,-0.05,0.01,0.21,2019-09-05 08:58:49
"507","Sep 2019","09:58:59",5243,2649,200,2.05,24.86,5.03,3.17,0,0.01,0.2,2019-09-05 08:58:59
"508","Sep 2019","09:59:09",5253,2360,206,1.97,22.82,4.61,2.91,-0.04,0.01,0.2,2019-09-05 08:59:09
"509","Sep 2019","09:59:19",5263,2360,206,1.97,22.82,4.61,2.91,-0.04,0.01,0.2,2019-09-05 08:59:19
"510","Sep 2019","09:59:29",5273,2174,206,1.9,21.01,4.25,2.68,-0.04,0.01,0.18,2019-09-05 08:59:29
"511","Sep 2019","09:59:39",5283,2174,206,1.9,21.01,4.25,2.68,-0.04,0.01,0.18,2019-09-05 08:59:39
"512","Sep 2019","09:59:49",5293,2864,212,2.17,28.52,5.77,3.64,-0.12,0,0.26,2019-09-05 08:59:49
"513","Sep 2019","09:59:59",5303,2950,206,2.17,28.52,5.77,3.64,-0.06,0.01,0.24,2019-09-05 08:59:59
"514","Sep 2019","10:00:09",5313,2045,206,1.85,19.77,4,2.52,-0.04,0.01,0.17,2019-09-05 09:00:09
"515","Sep 2019","10:00:19",5323,1985,212,1.85,19.77,4,2.52,-0.08,0,0.18,2019-09-05 09:00:19
"516","Sep 2019","10:00:29",5333,2466,206,2.01,23.84,4.82,3.04,-0.05,0.01,0.2,2019-09-05 09:00:29
"517","Sep 2019","10:00:39",5343,2394,212,2.01,23.84,4.82,3.04,-0.1,0,0.22,2019-09-05 09:00:39
"518","Sep 2019","10:00:49",5353,2297,218,2,23.55,4.76,3.01,-0.15,-0.01,0.23,2019-09-05 09:00:49
"519","Sep 2019","10:00:59",5363,2230,225,2,23.55,4.76,3.01,-0.21,-0.02,0.24,2019-09-05 09:00:59
"520","Sep 2019","10:01:19",5383,2103,232,1.97,22.88,4.63,2.92,-0.26,-0.03,0.25,2019-09-05 09:01:19
"521","Sep 2019","10:01:29",5393,2166,225,1.97,22.88,4.63,2.92,-0.2,-0.02,0.23,2019-09-05 09:01:29
"522","Sep 2019","10:01:39",5403,2253,218,1.98,23.11,4.67,2.95,-0.15,-0.01,0.22,2019-09-05 09:01:39
"523","Sep 2019","10:01:50",5414,2187,225,1.98,23.11,4.67,2.95,-0.2,-0.02,0.23,2019-09-05 09:01:50
"524","Sep 2019","10:02:00",5424,2083,225,1.94,22,4.45,2.81,-0.19,-0.02,0.22,2019-09-05 09:02:00
"525","Sep 2019","10:02:10",5434,2145,218,1.94,22,4.45,2.81,-0.14,-0.01,0.21,2019-09-05 09:02:10
"526","Sep 2019","10:02:20",5444,2404,212,2.01,23.94,4.84,3.06,-0.1,0,0.22,2019-09-05 09:02:20
"527","Sep 2019","10:02:30",5454,2476,206,2.01,23.94,4.84,3.06,-0.05,0.01,0.21,2019-09-05 09:02:30
"528","Sep 2019","10:02:40",5464,2618,200,2.04,24.58,4.97,3.14,0,0.01,0.2,2019-09-05 09:02:40
"529","Sep 2019","10:02:50",5474,2542,206,2.04,24.58,4.97,3.14,-0.05,0.01,0.21,2019-09-05 09:02:50
"530","Sep 2019","10:03:00",5484,2225,206,1.92,21.51,4.35,2.75,-0.04,0.01,0.18,2019-09-05 09:03:00
"531","Sep 2019","10:03:10",5494,2225,206,1.92,21.51,4.35,2.75,-0.04,0.01,0.18,2019-09-05 09:03:10
"532","Sep 2019","10:03:20",5504,2259,212,1.96,22.5,4.55,2.87,-0.09,0,0.2,2019-09-05 09:03:20
"533","Sep 2019","10:03:30",5514,2194,218,1.96,22.5,4.55,2.87,-0.14,-0.01,0.22,2019-09-05 09:03:30
"534","Sep 2019","10:03:40",5524,2069,225,1.94,21.86,4.42,2.79,-0.19,-0.02,0.22,2019-09-05 09:03:40
"535","Sep 2019","10:03:50",5534,2131,218,1.94,21.86,4.42,2.79,-0.14,-0.01,0.21,2019-09-05 09:03:50
"536","Sep 2019","10:04:00",5544,2224,212,1.95,22.15,4.48,2.83,-0.09,0,0.2,2019-09-05 09:04:00
"537","Sep 2019","10:04:10",5554,2224,212,1.95,22.15,4.48,2.83,-0.09,0,0.2,2019-09-05 09:04:10
"538","Sep 2019","10:04:20",5564,2173,212,1.93,21.64,4.37,2.76,-0.09,0,0.2,2019-09-05 09:04:20
"539","Sep 2019","10:04:30",5574,2110,218,1.93,21.64,4.37,2.76,-0.14,-0.01,0.21,2019-09-05 09:04:30
"540","Sep 2019","10:04:40",5584,2682,212,2.11,26.7,5.4,3.41,-0.11,0,0.24,2019-09-05 09:04:40
"541","Sep 2019","10:04:50",5594,2762,206,2.11,26.7,5.4,3.41,-0.05,0.01,0.23,2019-09-05 09:04:50
"542","Sep 2019","10:05:00",5604,2484,200,1.99,23.31,4.71,2.98,0,0.01,0.19,2019-09-05 09:05:00
"543","Sep 2019","10:05:10",5614,2412,206,1.99,23.31,4.71,2.98,-0.05,0.01,0.2,2019-09-05 09:05:10
"544","Sep 2019","10:05:20",5624,3061,200,2.17,28.73,5.81,3.67,0,0.02,0.23,2019-09-05 09:05:20
"545","Sep 2019","10:05:30",5634,3153,194,2.17,28.73,5.81,3.67,0.05,0.02,0.22,2019-09-05 09:05:30
"546","Sep 2019","10:05:40",5644,3275,188,2.18,28.97,5.86,3.7,0.1,0.03,0.21,2019-09-05 09:05:40
"547","Sep 2019","10:05:50",5654,3373,183,2.18,28.97,5.86,3.7,0.14,0.04,0.2,2019-09-05 09:05:50
"548","Sep 2019","10:06:00",5664,3054,177,2.07,25.47,5.15,3.25,0.15,0.04,0.17,2019-09-05 09:06:00
"549","Sep 2019","10:06:10",5674,2965,183,2.07,25.47,5.15,3.25,0.12,0.03,0.17,2019-09-05 09:06:10
"550","Sep 2019","10:06:30",5694,2245,183,1.83,19.29,3.9,2.46,0.09,0.03,0.13,2019-09-05 09:06:30
"551","Sep 2019","10:06:40",5704,2245,183,1.83,19.29,3.9,2.46,0.09,0.03,0.13,2019-09-05 09:06:40
"552","Sep 2019","10:06:50",5714,2696,183,1.99,23.16,4.68,2.96,0.11,0.03,0.16,2019-09-05 09:06:50
"553","Sep 2019","10:07:00",5724,2617,188,1.99,23.16,4.68,2.96,0.08,0.03,0.17,2019-09-05 09:07:00
"554","Sep 2019","10:07:10",5734,2590,194,2,23.6,4.77,3.01,0.04,0.02,0.18,2019-09-05 09:07:10
"555","Sep 2019","10:07:20",5744,2515,200,2,23.6,4.77,3.01,0,0.01,0.19,2019-09-05 09:07:20
"556","Sep 2019","10:07:31",5755,2881,194,2.09,26.26,5.31,3.35,0.04,0.02,0.2,2019-09-05 09:07:31
"557","Sep 2019","10:07:41",5765,2968,188,2.09,26.26,5.31,3.35,0.09,0.03,0.19,2019-09-05 09:07:41
"558","Sep 2019","10:07:51",5775,2187,188,1.83,19.35,3.91,2.47,0.06,0.02,0.14,2019-09-05 09:07:51
"559","Sep 2019","10:08:01",5785,2187,188,1.83,19.35,3.91,2.47,0.06,0.02,0.14,2019-09-05 09:08:01
"560","Sep 2019","10:08:11",5795,3038,183,2.09,26.1,5.27,3.33,0.12,0.03,0.18,2019-09-05 09:08:11
"561","Sep 2019","10:08:21",5805,2949,188,2.09,26.1,5.27,3.33,0.09,0.03,0.19,2019-09-05 09:08:21
"562","Sep 2019","10:08:31",5815,2644,188,1.99,23.39,4.73,2.99,0.08,0.03,0.17,2019-09-05 09:08:31
"563","Sep 2019","10:08:41",5825,2644,188,1.99,23.39,4.73,2.99,0.08,0.03,0.17,2019-09-05 09:08:41
"564","Sep 2019","10:08:51",5835,3145,185,2.13,27.34,5.53,3.49,0.11,0.03,0.19,2019-09-05 09:08:51
"565","Sep 2019","10:09:01",5845,3239,180,2.13,27.34,5.53,3.49,0.15,0.04,0.18,2019-09-05 09:09:01
"566","Sep 2019","10:09:11",5855,2998,185,2.09,26.06,5.27,3.33,0.11,0.03,0.18,2019-09-05 09:09:11
"567","Sep 2019","10:09:21",5865,3088,180,2.09,26.06,5.27,3.33,0.14,0.04,0.17,2019-09-05 09:09:21
"568","Sep 2019","10:09:31",5875,2496,185,1.93,21.7,4.39,2.77,0.09,0.03,0.15,2019-09-05 09:09:31
"569","Sep 2019","10:09:41",5885,2496,185,1.93,21.7,4.39,2.77,0.09,0.03,0.15,2019-09-05 09:09:41
"570","Sep 2019","10:09:51",5895,2946,191,2.1,26.38,5.33,3.37,0.07,0.03,0.2,2019-09-05 09:09:51
"571","Sep 2019","10:10:01",5905,3035,185,2.1,26.38,5.33,3.37,0.11,0.03,0.19,2019-09-05 09:10:01
"572","Sep 2019","10:10:11",5915,2842,180,2.02,23.99,4.85,3.06,0.13,0.03,0.16,2019-09-05 09:10:11
"573","Sep 2019","10:10:21",5925,2927,174,2.02,23.99,4.85,3.06,0.16,0.04,0.15,2019-09-05 09:10:21
"574","Sep 2019","10:10:31",5935,3178,169,2.06,25.28,5.11,3.23,0.2,0.05,0.15,2019-09-05 09:10:31
"575","Sep 2019","10:10:41",5945,3273,164,2.06,25.28,5.11,3.23,0.22,0.05,0.14,2019-09-05 09:10:41
"576","Sep 2019","10:10:51",5955,3565,160,2.11,26.73,5.4,3.41,0.26,0.06,0.14,2019-09-05 09:10:51
"577","Sep 2019","10:11:01",5965,3672,155,2.11,26.73,5.4,3.41,0.28,0.06,0.14,2019-09-05 09:11:01
"578","Sep 2019","10:11:11",5975,3211,160,2.02,24.08,4.87,3.07,0.24,0.05,0.13,2019-09-05 09:11:11
"579","Sep 2019","10:11:21",5985,3308,155,2.02,24.08,4.87,3.07,0.26,0.05,0.12,2019-09-05 09:11:21
"580","Sep 2019","10:11:41",6005,3547,150,2.05,25.07,5.07,3.2,0.28,0.06,0.12,2019-09-05 09:11:41
"581","Sep 2019","10:11:51",6015,3444,155,2.05,25.07,5.07,3.2,0.27,0.05,0.13,2019-09-05 09:11:51
"582","Sep 2019","10:12:01",6025,3305,160,2.04,24.78,5.01,3.16,0.24,0.05,0.13,2019-09-05 09:12:01
"583","Sep 2019","10:12:11",6035,3209,164,2.04,24.78,5.01,3.16,0.22,0.05,0.14,2019-09-05 09:12:11
"584","Sep 2019","10:12:21",6045,3132,164,2.02,24.19,4.89,3.09,0.22,0.05,0.14,2019-09-05 09:12:21
"585","Sep 2019","10:12:31",6055,3041,169,2.02,24.19,4.89,3.09,0.19,0.04,0.14,2019-09-05 09:12:31
"586","Sep 2019","10:12:41",6065,3612,164,2.15,27.9,5.64,3.56,0.25,0.05,0.16,2019-09-05 09:12:41
"587","Sep 2019","10:12:52",6076,3507,169,2.15,27.9,5.64,3.56,0.22,0.05,0.17,2019-09-05 09:12:52
"588","Sep 2019","10:13:02",6086,3109,169,2.04,24.74,5,3.16,0.2,0.04,0.15,2019-09-05 09:13:02
"589","Sep 2019","10:13:12",6096,3109,169,2.04,24.74,5,3.16,0.2,0.04,0.15,2019-09-05 09:13:12
"590","Sep 2019","10:13:22",6106,3161,174,2.08,25.9,5.24,3.31,0.18,0.04,0.16,2019-09-05 09:13:22
"591","Sep 2019","10:13:32",6116,3161,174,2.08,25.9,5.24,3.31,0.18,0.04,0.16,2019-09-05 09:13:32
"592","Sep 2019","10:13:42",6126,2982,174,2.03,24.43,4.94,3.12,0.17,0.04,0.15,2019-09-05 09:13:42
"593","Sep 2019","10:13:52",6136,2982,174,2.03,24.43,4.94,3.12,0.17,0.04,0.15,2019-09-05 09:13:52
"594","Sep 2019","10:14:02",6146,3256,180,2.13,27.49,5.56,3.51,0.15,0.04,0.18,2019-09-05 09:14:02
"595","Sep 2019","10:14:12",6156,3162,185,2.13,27.49,5.56,3.51,0.11,0.03,0.19,2019-09-05 09:14:12
"596","Sep 2019","10:14:22",6166,3179,190,2.16,28.46,5.75,3.63,0.08,0.03,0.21,2019-09-05 09:14:22
"597","Sep 2019","10:14:32",6176,3179,190,2.16,28.46,5.75,3.63,0.08,0.03,0.21,2019-09-05 09:14:32
"598","Sep 2019","10:14:42",6186,2876,190,2.08,25.74,5.2,3.29,0.07,0.03,0.19,2019-09-05 09:14:42
"599","Sep 2019","10:14:52",6196,2792,196,2.08,25.74,5.2,3.29,0.03,0.02,0.2,2019-09-05 09:14:52
"600","Sep 2019","10:15:02",6206,2445,196,1.96,22.55,4.56,2.88,0.02,0.02,0.18,2019-09-05 09:15:02
"601","Sep 2019","10:15:12",6216,2445,196,1.96,22.55,4.56,2.88,0.02,0.02,0.18,2019-09-05 09:15:12
"602","Sep 2019","10:15:22",6226,3038,190,2.12,27.2,5.5,3.47,0.07,0.03,0.2,2019-09-05 09:15:22
"603","Sep 2019","10:15:32",6236,3129,185,2.12,27.2,5.5,3.47,0.11,0.03,0.19,2019-09-05 09:15:32
"604","Sep 2019","10:15:42",6246,2778,180,2,23.44,4.74,2.99,0.13,0.03,0.16,2019-09-05 09:15:42
"605","Sep 2019","10:15:52",6256,2778,180,2,23.44,4.74,2.99,0.13,0.03,0.16,2019-09-05 09:15:52
