"","date.1.","time.1.","rel.time.1.","N.1.","dp_av.1.","P.1.","S_al.1.","S_tb.1.","S_ha.1.","M_al.1.","M_tb.1.","M_ha.1.","date"
"606","Sep 2019","10:16:02",6266,3433,174,2.15,28.12,5.68,3.59,0.19,0.05,0.18,2019-09-05 09:16:02
"607","Sep 2019","10:16:12",6276,3433,174,2.15,28.12,5.68,3.59,0.19,0.05,0.18,2019-09-05 09:16:12
"608","Sep 2019","10:16:22",6286,3267,174,2.11,26.77,5.41,3.42,0.18,0.04,0.17,2019-09-05 09:16:22
"609","Sep 2019","10:16:32",6296,3365,169,2.11,26.77,5.41,3.42,0.21,0.05,0.16,2019-09-05 09:16:32
"610","Sep 2019","10:16:52",6316,2881,174,2,23.6,4.77,3.01,0.16,0.04,0.15,2019-09-05 09:16:52
"611","Sep 2019","10:17:02",6326,2881,174,2,23.6,4.77,3.01,0.16,0.04,0.15,2019-09-05 09:17:02
"612","Sep 2019","10:17:12",6336,3145,180,2.1,26.54,5.37,3.39,0.15,0.04,0.18,2019-09-05 09:17:12
"613","Sep 2019","10:17:22",6346,3054,185,2.1,26.54,5.37,3.39,0.11,0.03,0.19,2019-09-05 09:17:22
"614","Sep 2019","10:17:32",6356,3420,180,2.18,28.86,5.83,3.68,0.16,0.04,0.19,2019-09-05 09:17:32
"615","Sep 2019","10:17:42",6366,3523,174,2.18,28.86,5.83,3.68,0.2,0.05,0.18,2019-09-05 09:17:42
"616","Sep 2019","10:17:52",6376,3100,169,2.04,24.66,4.98,3.15,0.19,0.04,0.15,2019-09-05 09:17:52
"617","Sep 2019","10:18:02",6386,3100,169,2.04,24.66,4.98,3.15,0.19,0.04,0.15,2019-09-05 09:18:02
"618","Sep 2019","10:18:12",6396,4002,164,2.24,30.91,6.25,3.95,0.28,0.06,0.17,2019-09-05 09:18:12
"619","Sep 2019","10:18:22",6406,4122,160,2.24,30.91,6.25,3.95,0.3,0.06,0.17,2019-09-05 09:18:22
"620","Sep 2019","10:18:32",6416,3791,158,2.16,28.2,5.7,3.6,0.28,0.06,0.15,2019-09-05 09:18:32
"621","Sep 2019","10:18:42",6426,3905,154,2.16,28.2,5.7,3.6,0.3,0.06,0.14,2019-09-05 09:18:42
"622","Sep 2019","10:18:52",6436,3376,158,2.06,25.12,5.08,3.21,0.25,0.05,0.13,2019-09-05 09:18:52
"623","Sep 2019","10:19:03",6447,3278,163,2.06,25.12,5.08,3.21,0.23,0.05,0.14,2019-09-05 09:19:03
"624","Sep 2019","10:19:13",6457,3057,163,2,23.43,4.74,2.99,0.21,0.05,0.13,2019-09-05 09:19:13
"625","Sep 2019","10:19:23",6467,3057,163,2,23.43,4.74,2.99,0.21,0.05,0.13,2019-09-05 09:19:23
"626","Sep 2019","10:19:33",6477,2982,163,1.97,22.85,4.62,2.92,0.21,0.05,0.13,2019-09-05 09:19:33
"627","Sep 2019","10:19:43",6487,2982,163,1.97,22.85,4.62,2.92,0.21,0.05,0.13,2019-09-05 09:19:43
"628","Sep 2019","10:19:53",6497,3143,163,2.02,24.08,4.87,3.07,0.22,0.05,0.13,2019-09-05 09:19:53
"629","Sep 2019","10:20:03",6507,3051,168,2.02,24.08,4.87,3.07,0.2,0.04,0.14,2019-09-05 09:20:03
"630","Sep 2019","10:20:13",6517,3810,163,2.19,29.2,5.9,3.73,0.27,0.06,0.16,2019-09-05 09:20:13
"631","Sep 2019","10:20:23",6527,3924,158,2.19,29.2,5.9,3.73,0.29,0.06,0.15,2019-09-05 09:20:23
"632","Sep 2019","10:20:33",6537,3978,154,2.17,28.73,5.81,3.67,0.31,0.06,0.14,2019-09-05 09:20:33
"633","Sep 2019","10:20:43",6547,4097,149,2.17,28.73,5.81,3.67,0.33,0.07,0.14,2019-09-05 09:20:43
"634","Sep 2019","10:20:53",6557,3245,149,1.97,22.76,4.6,2.9,0.26,0.05,0.11,2019-09-05 09:20:53
"635","Sep 2019","10:21:03",6567,3245,149,1.97,22.76,4.6,2.9,0.26,0.05,0.11,2019-09-05 09:21:03
"636","Sep 2019","10:21:13",6577,3630,154,2.09,26.22,5.3,3.35,0.28,0.06,0.13,2019-09-05 09:21:13
"637","Sep 2019","10:21:23",6587,3739,149,2.09,26.22,5.3,3.35,0.3,0.06,0.12,2019-09-05 09:21:23
"638","Sep 2019","10:21:33",6597,1875,149,1.49,13.15,2.66,1.68,0.15,0.03,0.06,2019-09-05 09:21:33
"639","Sep 2019","10:21:43",6607,1932,145,1.49,13.15,2.66,1.68,0.16,0.03,0.06,2019-09-05 09:21:43
"640","Sep 2019","10:22:03",6627,695,145,0.61,4.73,0.96,0.6,0.06,0.01,0.02,2019-09-05 09:22:03
"641","Sep 2019","10:22:13",6637,695,145,0.61,4.73,0.96,0.6,0.06,0.01,0.02,2019-09-05 09:22:13
"642","Sep 2019","10:22:23",6647,758,145,0.68,5.16,1.04,0.66,0.06,0.01,0.02,2019-09-05 09:22:23
"643","Sep 2019","10:22:33",6657,758,145,0.68,5.16,1.04,0.66,0.06,0.01,0.02,2019-09-05 09:22:33
"644","Sep 2019","10:22:43",6667,582,145,0.45,3.96,0.8,0.51,0.05,0.01,0.02,2019-09-05 09:22:43
"645","Sep 2019","10:22:53",6677,582,145,0.45,3.96,0.8,0.51,0.05,0.01,0.02,2019-09-05 09:22:53
"646","Sep 2019","10:23:03",6687,718,145,0.63,4.89,0.99,0.62,0.06,0.01,0.02,2019-09-05 09:23:03
"647","Sep 2019","10:23:13",6697,718,145,0.63,4.89,0.99,0.62,0.06,0.01,0.02,2019-09-05 09:23:13
"648","Sep 2019","10:23:23",6707,662,145,0.56,4.51,0.91,0.58,0.05,0.01,0.02,2019-09-05 09:23:23
"649","Sep 2019","10:23:33",6717,662,145,0.56,4.51,0.91,0.58,0.05,0.01,0.02,2019-09-05 09:23:33
"650","Sep 2019","10:23:43",6727,1325,141,1.14,8.76,1.77,1.12,0.11,0.02,0.04,2019-09-05 09:23:43
"651","Sep 2019","10:23:53",6737,1325,141,1.14,8.76,1.77,1.12,0.11,0.02,0.04,2019-09-05 09:23:53
"652","Sep 2019","10:24:03",6747,3621,143,2.03,24.27,4.91,3.1,0.3,0.06,0.11,2019-09-05 09:24:03
"653","Sep 2019","10:24:13",6757,3621,143,2.03,24.27,4.91,3.1,0.3,0.06,0.11,2019-09-05 09:24:13
"654","Sep 2019","10:24:23",6767,3700,143,2.04,24.8,5.01,3.17,0.31,0.06,0.11,2019-09-05 09:24:23
"655","Sep 2019","10:24:33",6777,3592,147,2.04,24.8,5.01,3.17,0.29,0.06,0.11,2019-09-05 09:24:33
"656","Sep 2019","10:24:43",6787,3465,151,2.04,24.64,4.98,3.15,0.28,0.06,0.12,2019-09-05 09:24:43
"657","Sep 2019","10:24:53",6797,3465,151,2.04,24.64,4.98,3.15,0.28,0.06,0.12,2019-09-05 09:24:53
"658","Sep 2019","10:25:03",6807,4780,156,2.34,35.01,7.08,4.47,0.37,0.08,0.18,2019-09-05 09:25:03
"659","Sep 2019","10:25:13",6817,4923,151,2.34,35.01,7.08,4.47,0.39,0.08,0.17,2019-09-05 09:25:13
"660","Sep 2019","10:25:23",6827,1573,156,1.38,11.52,2.33,1.47,0.12,0.02,0.06,2019-09-05 09:25:23
"661","Sep 2019","10:25:33",6837,1573,156,1.38,11.52,2.33,1.47,0.12,0.02,0.06,2019-09-05 09:25:33
"662","Sep 2019","10:25:43",6847,2301,151,1.68,16.36,3.31,2.09,0.18,0.04,0.08,2019-09-05 09:25:43
"663","Sep 2019","10:25:53",6857,2234,156,1.68,16.36,3.31,2.09,0.17,0.04,0.08,2019-09-05 09:25:53
"664","Sep 2019","10:26:03",6867,4137,151,2.19,29.42,5.95,3.76,0.33,0.07,0.14,2019-09-05 09:26:03
"665","Sep 2019","10:26:13",6877,4137,151,2.19,29.42,5.95,3.76,0.33,0.07,0.14,2019-09-05 09:26:13
"666","Sep 2019","10:26:23",6887,5007,156,2.38,36.67,7.41,4.68,0.38,0.08,0.19,2019-09-05 09:26:23
"667","Sep 2019","10:26:33",6897,5157,151,2.38,36.67,7.41,4.68,0.41,0.08,0.18,2019-09-05 09:26:33
"668","Sep 2019","10:26:44",6908,2476,147,1.72,17.1,3.46,2.18,0.2,0.04,0.08,2019-09-05 09:26:44
"669","Sep 2019","10:26:54",6918,2551,143,1.72,17.1,3.46,2.18,0.21,0.04,0.07,2019-09-05 09:26:54
"670","Sep 2019","10:27:14",6938,2777,138,1.77,18.07,3.65,2.31,0.23,0.05,0.08,2019-09-05 09:27:14
"671","Sep 2019","10:27:24",6948,2777,138,1.77,18.07,3.65,2.31,0.23,0.05,0.08,2019-09-05 09:27:24
"672","Sep 2019","10:27:34",6958,8406,134,2.71,53.12,10.74,6.78,0.71,0.14,0.21,2019-09-05 09:27:34
"673","Sep 2019","10:27:44",6968,8161,138,2.71,53.12,10.74,6.78,0.69,0.13,0.22,2019-09-05 09:27:44
"674","Sep 2019","10:27:54",6978,39869,134,4.06,251.92,50.92,32.16,3.36,0.65,0.99,2019-09-05 09:27:54
"675","Sep 2019","10:28:04",6988,41065,131,4.06,251.92,50.92,32.16,3.45,0.67,0.94,2019-09-05 09:28:04
"676","Sep 2019","10:28:14",6998,50985,127,4.22,303.67,61.38,38.77,4.26,0.82,1.08,2019-09-05 09:28:14
"677","Sep 2019","10:28:24",7008,52514,123,4.22,303.67,61.38,38.77,4.34,0.83,1.03,2019-09-05 09:28:24
"678","Sep 2019","10:28:34",7018,52476,119,4.19,294.61,59.55,37.61,4.27,0.81,0.95,2019-09-05 09:28:34
"679","Sep 2019","10:28:44",7028,54050,116,4.19,294.61,59.55,37.61,4.32,0.82,0.9,2019-09-05 09:28:44
"680","Sep 2019","10:28:54",7038,39087,113,3.89,206.85,41.81,26.41,3.06,0.58,0.6,2019-09-05 09:28:54
"681","Sep 2019","10:29:04",7048,40260,109,3.89,206.85,41.81,26.41,3.08,0.58,0.57,2019-09-05 09:29:04
"682","Sep 2019","10:29:14",7058,14810,106,2.99,73.88,14.93,9.43,1.1,0.21,0.2,2019-09-05 09:29:14
"683","Sep 2019","10:29:24",7068,15255,103,2.99,73.88,14.93,9.43,1.1,0.21,0.19,2019-09-05 09:29:24
"684","Sep 2019","10:29:34",7078,15073,100,2.96,70.87,14.33,9.05,1.06,0.2,0.17,2019-09-05 09:29:34
"685","Sep 2019","10:29:44",7088,15526,97,2.96,70.87,14.33,9.05,1.05,0.2,0.16,2019-09-05 09:29:44
"686","Sep 2019","10:29:54",7098,18368,94,3.08,81.4,16.45,10.39,1.21,0.23,0.18,2019-09-05 09:29:54
"687","Sep 2019","10:30:04",7108,18919,92,3.08,81.4,16.45,10.39,1.2,0.23,0.17,2019-09-05 09:30:04
"688","Sep 2019","10:30:14",7118,16150,89,2.91,67.47,13.64,8.61,0.99,0.19,0.14,2019-09-05 09:30:14
"689","Sep 2019","10:30:24",7128,16635,86,2.91,67.47,13.64,8.61,0.98,0.18,0.13,2019-09-05 09:30:24
"690","Sep 2019","10:30:34",7138,6664,84,2.09,26.24,5.3,3.35,0.38,0.07,0.05,2019-09-05 09:30:34
"691","Sep 2019","10:30:44",7148,6864,81,2.09,26.24,5.3,3.35,0.37,0.07,0.05,2019-09-05 09:30:44
"692","Sep 2019","10:30:54",7158,6170,79,1.98,22.9,4.63,2.92,0.32,0.06,0.04,2019-09-05 09:30:54
"693","Sep 2019","10:31:04",7168,6355,77,1.98,22.9,4.63,2.92,0.32,0.06,0.04,2019-09-05 09:31:04
"694","Sep 2019","10:31:14",7178,10373,74,2.38,36.29,7.34,4.63,0.49,0.09,0.06,2019-09-05 09:31:14
"695","Sep 2019","10:31:25",7189,10684,72,2.38,36.29,7.34,4.63,0.49,0.09,0.05,2019-09-05 09:31:25
"696","Sep 2019","10:31:35",7199,12643,70,2.5,41.69,8.43,5.32,0.55,0.11,0.06,2019-09-05 09:31:35
"697","Sep 2019","10:31:45",7209,13022,68,2.5,41.69,8.43,5.32,0.54,0.1,0.06,2019-09-05 09:31:45
"698","Sep 2019","10:31:55",7219,10013,69,2.28,32.54,6.58,4.15,0.43,0.08,0.05,2019-09-05 09:31:55
"699","Sep 2019","10:32:05",7229,10313,67,2.28,32.54,6.58,4.15,0.42,0.08,0.04,2019-09-05 09:32:05
"700","Sep 2019","10:32:25",7249,10080,65,2.23,30.87,6.24,3.94,0.39,0.08,0.04,2019-09-05 09:32:25
"701","Sep 2019","10:32:35",7259,9787,67,2.23,30.87,6.24,3.94,0.4,0.08,0.04,2019-09-05 09:32:35
"702","Sep 2019","10:32:45",7269,8813,69,2.17,28.64,5.79,3.66,0.38,0.07,0.04,2019-09-05 09:32:45
"703","Sep 2019","10:32:55",7279,8813,69,2.17,28.64,5.79,3.66,0.38,0.07,0.04,2019-09-05 09:32:55
"704","Sep 2019","10:33:05",7289,12534,71,2.5,41.95,8.48,5.36,0.56,0.11,0.06,2019-09-05 09:33:05
"705","Sep 2019","10:33:15",7299,12169,73,2.5,41.95,8.48,5.36,0.57,0.11,0.06,2019-09-05 09:33:15
"706","Sep 2019","10:33:25",7309,5753,73,1.85,19.83,4.01,2.53,0.27,0.05,0.03,2019-09-05 09:33:25
"707","Sep 2019","10:33:35",7319,5925,71,1.85,19.83,4.01,2.53,0.26,0.05,0.03,2019-09-05 09:33:35
"708","Sep 2019","10:33:45",7329,2817,71,1.2,9.43,1.91,1.2,0.13,0.02,0.01,2019-09-05 09:33:45
"709","Sep 2019","10:33:55",7339,2902,69,1.2,9.43,1.91,1.2,0.12,0.02,0.01,2019-09-05 09:33:55
"710","Sep 2019","10:34:05",7349,1175,69,0.42,3.82,0.77,0.49,0.05,0.01,0.01,2019-09-05 09:34:05
"711","Sep 2019","10:34:15",7359,1175,69,0.42,3.82,0.77,0.49,0.05,0.01,0.01,2019-09-05 09:34:15
"712","Sep 2019","10:34:25",7369,767,69,0.05,2.49,0.5,0.32,0.03,0.01,0,2019-09-05 09:34:25
"713","Sep 2019","10:34:35",7379,767,69,0.05,2.49,0.5,0.32,0.03,0.01,0,2019-09-05 09:34:35
"714","Sep 2019","10:34:45",7389,1584,69,0.68,5.15,1.04,0.66,0.07,0.01,0.01,2019-09-05 09:34:45
"715","Sep 2019","10:34:55",7399,1584,69,0.68,5.15,1.04,0.66,0.07,0.01,0.01,2019-09-05 09:34:55
"716","Sep 2019","10:35:05",7409,1889,69,0.83,6.14,1.24,0.78,0.08,0.02,0.01,2019-09-05 09:35:05
"717","Sep 2019","10:35:15",7419,1889,69,0.83,6.14,1.24,0.78,0.08,0.02,0.01,2019-09-05 09:35:15
"718","Sep 2019","10:35:25",7429,1131,69,0.39,3.68,0.74,0.47,0.05,0.01,0.01,2019-09-05 09:35:25
"719","Sep 2019","10:35:35",7439,1131,69,0.39,3.68,0.74,0.47,0.05,0.01,0.01,2019-09-05 09:35:35
"720","Sep 2019","10:35:45",7449,993,69,0.27,3.23,0.65,0.41,0.04,0.01,0,2019-09-05 09:35:45
"721","Sep 2019","10:35:55",7459,993,69,0.27,3.23,0.65,0.41,0.04,0.01,0,2019-09-05 09:35:55
"722","Sep 2019","10:36:05",7469,12978,67,2.48,40.94,8.28,5.23,0.53,0.1,0.06,2019-09-05 09:36:05
"723","Sep 2019","10:36:15",7479,12600,69,2.48,40.94,8.28,5.23,0.54,0.1,0.06,2019-09-05 09:36:15
"724","Sep 2019","10:36:25",7489,17993,67,2.76,56.76,11.47,7.25,0.73,0.14,0.08,2019-09-05 09:36:25
"725","Sep 2019","10:36:35",7499,18532,65,2.76,56.76,11.47,7.25,0.72,0.14,0.07,2019-09-05 09:36:35
"726","Sep 2019","10:36:45",7509,17433,63,2.69,51.84,10.48,6.62,0.64,0.12,0.07,2019-09-05 09:36:45
"727","Sep 2019","10:36:55",7519,17956,61,2.69,51.84,10.48,6.62,0.63,0.12,0.06,2019-09-05 09:36:55
"728","Sep 2019","10:37:05",7529,18079,60,2.67,50.67,10.24,6.47,0.6,0.12,0.06,2019-09-05 09:37:05
"729","Sep 2019","10:37:15",7539,18462,58,2.67,50.67,10.24,6.47,0.6,0.12,0.06,2019-09-05 09:37:15
"730","Sep 2019","10:37:25",7549,17534,60,2.65,49.57,10.02,6.33,0.6,0.12,0.06,2019-09-05 09:37:25
"731","Sep 2019","10:37:35",7559,17952,59,2.65,49.57,10.02,6.33,0.59,0.11,0.06,2019-09-05 09:37:35
"732","Sep 2019","10:37:56",7580,15721,61,2.56,44.71,9.04,5.71,0.54,0.1,0.05,2019-09-05 09:37:56
"733","Sep 2019","10:38:06",7590,15263,62,2.56,44.71,9.04,5.71,0.55,0.11,0.06,2019-09-05 09:38:06
"734","Sep 2019","10:38:16",7600,16918,61,2.62,48.12,9.73,6.14,0.58,0.11,0.06,2019-09-05 09:38:16
"735","Sep 2019","10:38:26",7610,17425,59,2.62,48.12,9.73,6.14,0.57,0.11,0.06,2019-09-05 09:38:26
"736","Sep 2019","10:38:36",7620,14721,61,2.5,41.87,8.46,5.34,0.5,0.1,0.05,2019-09-05 09:38:36
"737","Sep 2019","10:38:46",7630,15163,59,2.5,41.87,8.46,5.34,0.49,0.1,0.05,2019-09-05 09:38:46
"738","Sep 2019","10:38:56",7640,12267,57,2.29,32.89,6.65,4.2,0.38,0.07,0.04,2019-09-05 09:38:56
"739","Sep 2019","10:39:06",7650,12267,57,2.29,32.89,6.65,4.2,0.38,0.07,0.04,2019-09-05 09:39:06
"740","Sep 2019","10:39:16",7660,15880,59,2.54,43.85,8.86,5.6,0.52,0.1,0.05,2019-09-05 09:39:16
"741","Sep 2019","10:39:26",7670,15418,61,2.54,43.85,8.86,5.6,0.53,0.1,0.05,2019-09-05 09:39:26
"742","Sep 2019","10:39:36",7680,16010,62,2.6,46.9,9.48,5.99,0.58,0.11,0.06,2019-09-05 09:39:36
"743","Sep 2019","10:39:46",7690,15544,64,2.6,46.9,9.48,5.99,0.59,0.11,0.06,2019-09-05 09:39:46
"744","Sep 2019","10:39:56",7700,11502,66,2.36,35.75,7.23,4.56,0.46,0.09,0.05,2019-09-05 09:39:56
"745","Sep 2019","10:40:06",7710,11847,64,2.36,35.75,7.23,4.56,0.45,0.09,0.05,2019-09-05 09:40:06
"746","Sep 2019","10:40:16",7720,5444,64,1.69,16.43,3.32,2.1,0.21,0.04,0.02,2019-09-05 09:40:16
"747","Sep 2019","10:40:26",7730,5444,64,1.69,16.43,3.32,2.1,0.21,0.04,0.02,2019-09-05 09:40:26
"748","Sep 2019","10:40:36",7740,10330,66,2.27,32.1,6.49,4.1,0.41,0.08,0.04,2019-09-05 09:40:36
"749","Sep 2019","10:40:46",7750,10029,68,2.27,32.1,6.49,4.1,0.42,0.08,0.04,2019-09-05 09:40:46
"750","Sep 2019","10:40:56",7760,11114,70,2.38,36.64,7.41,4.68,0.48,0.09,0.05,2019-09-05 09:40:56
"751","Sep 2019","10:41:06",7770,11447,68,2.38,36.64,7.41,4.68,0.48,0.09,0.05,2019-09-05 09:41:06
"752","Sep 2019","10:41:16",7780,3080,68,1.24,9.86,1.99,1.26,0.13,0.02,0.01,2019-09-05 09:41:16
"753","Sep 2019","10:41:26",7790,3173,66,1.24,9.86,1.99,1.26,0.13,0.02,0.01,2019-09-05 09:41:26
"754","Sep 2019","10:41:36",7800,3060,65,1.2,9.33,1.89,1.19,0.12,0.02,0.01,2019-09-05 09:41:36
"755","Sep 2019","10:41:46",7810,3152,63,1.2,9.33,1.89,1.19,0.12,0.02,0.01,2019-09-05 09:41:46
"756","Sep 2019","10:41:56",7820,2634,63,1.04,7.8,1.58,1,0.1,0.02,0.01,2019-09-05 09:41:56
"757","Sep 2019","10:42:06",7830,2634,63,1.04,7.8,1.58,1,0.1,0.02,0.01,2019-09-05 09:42:06
"758","Sep 2019","10:42:16",7840,-356,63,0.01,-1.05,-0.21,-0.13,-0.01,0,0,2019-09-05 09:42:16
"759","Sep 2019","10:42:26",7850,-356,63,0.01,-1.05,-0.21,-0.13,-0.01,0,0,2019-09-05 09:42:26
"760","Sep 2019","10:42:36",7860,1614,63,0.61,4.78,0.97,0.61,0.06,0.01,0.01,2019-09-05 09:42:36
"761","Sep 2019","10:42:46",7870,1614,63,0.61,4.78,0.97,0.61,0.06,0.01,0.01,2019-09-05 09:42:46
"762","Sep 2019","10:42:56",7880,362,63,0.01,1.07,0.22,0.14,0.01,0,0,2019-09-05 09:42:56
"763","Sep 2019","10:43:06",7890,362,63,0.01,1.07,0.22,0.14,0.01,0,0,2019-09-05 09:43:06
"764","Sep 2019","10:43:26",7910,4847,61,1.54,13.93,2.82,1.78,0.17,0.03,0.02,2019-09-05 09:43:26
"765","Sep 2019","10:43:36",7920,4847,61,1.54,13.93,2.82,1.78,0.17,0.03,0.02,2019-09-05 09:43:36
"766","Sep 2019","10:43:46",7930,8700,63,2.08,25.76,5.21,3.29,0.32,0.06,0.03,2019-09-05 09:43:46
"767","Sep 2019","10:43:57",7941,8446,65,2.08,25.76,5.21,3.29,0.33,0.06,0.03,2019-09-05 09:43:57
"768","Sep 2019","10:44:07",7951,8414,67,2.1,26.43,5.34,3.37,0.34,0.07,0.04,2019-09-05 09:44:07
"769","Sep 2019","10:44:17",7961,8169,69,2.1,26.43,5.34,3.37,0.35,0.07,0.04,2019-09-05 09:44:17
"770","Sep 2019","10:44:27",7971,4944,69,1.66,16,3.23,2.04,0.21,0.04,0.02,2019-09-05 09:44:27
"771","Sep 2019","10:44:37",7981,5092,67,1.66,16,3.23,2.04,0.21,0.04,0.02,2019-09-05 09:44:37
"772","Sep 2019","10:44:47",7991,2924,68,1.2,9.38,1.9,1.2,0.12,0.02,0.01,2019-09-05 09:44:47
"773","Sep 2019","10:44:57",8001,2924,68,1.2,9.38,1.9,1.2,0.12,0.02,0.01,2019-09-05 09:44:57
"774","Sep 2019","10:45:07",8011,12950,66,2.47,40.33,8.15,5.15,0.52,0.1,0.05,2019-09-05 09:45:07
"775","Sep 2019","10:45:17",8021,12573,68,2.47,40.33,8.15,5.15,0.52,0.1,0.06,2019-09-05 09:45:17
"776","Sep 2019","10:45:27",8031,9275,68,2.2,29.75,6.01,3.8,0.39,0.07,0.04,2019-09-05 09:45:27
"777","Sep 2019","10:45:37",8041,9553,66,2.2,29.75,6.01,3.8,0.38,0.07,0.04,2019-09-05 09:45:37
"778","Sep 2019","10:45:47",8051,3648,66,1.37,11.36,2.3,1.45,0.15,0.03,0.02,2019-09-05 09:45:47
"779","Sep 2019","10:45:57",8061,3757,64,1.37,11.36,2.3,1.45,0.14,0.03,0.01,2019-09-05 09:45:57
"780","Sep 2019","10:46:07",8071,3054,62,1.16,8.96,1.81,1.14,0.11,0.02,0.01,2019-09-05 09:46:07
"781","Sep 2019","10:46:17",8081,2965,64,1.16,8.96,1.81,1.14,0.11,0.02,0.01,2019-09-05 09:46:17
"782","Sep 2019","10:46:27",8091,3893,65,1.4,11.87,2.4,1.52,0.15,0.03,0.02,2019-09-05 09:46:27
"783","Sep 2019","10:46:37",8101,3893,65,1.4,11.87,2.4,1.52,0.15,0.03,0.02,2019-09-05 09:46:37
"784","Sep 2019","10:46:47",8111,12035,63,2.36,35.64,7.2,4.55,0.44,0.09,0.05,2019-09-05 09:46:47
"785","Sep 2019","10:46:57",8121,12035,63,2.36,35.64,7.2,4.55,0.44,0.09,0.05,2019-09-05 09:46:57
"786","Sep 2019","10:47:07",8131,17621,65,2.72,53.74,10.86,6.86,0.68,0.13,0.07,2019-09-05 09:47:07
"787","Sep 2019","10:47:17",8141,18149,63,2.72,53.74,10.86,6.86,0.67,0.13,0.07,2019-09-05 09:47:17
"788","Sep 2019","10:47:27",8151,4792,63,1.56,14.19,2.87,1.81,0.18,0.03,0.02,2019-09-05 09:47:27
"789","Sep 2019","10:47:37",8161,4936,61,1.56,14.19,2.87,1.81,0.17,0.03,0.02,2019-09-05 09:47:37
"790","Sep 2019","10:47:47",8171,7248,59,1.87,20.23,4.09,2.58,0.24,0.05,0.02,2019-09-05 09:47:47
"791","Sep 2019","10:47:57",8181,7037,61,1.87,20.23,4.09,2.58,0.25,0.05,0.02,2019-09-05 09:47:57
"792","Sep 2019","10:48:07",8191,10123,59,2.16,28.25,5.71,3.61,0.34,0.07,0.03,2019-09-05 09:48:07
"793","Sep 2019","10:48:17",8201,10426,58,2.16,28.25,5.71,3.61,0.33,0.06,0.03,2019-09-05 09:48:17
"794","Sep 2019","10:48:37",8221,6204,58,1.71,16.81,3.4,2.15,0.2,0.04,0.02,2019-09-05 09:48:37
"795","Sep 2019","10:48:47",8231,6390,56,1.71,16.81,3.4,2.15,0.19,0.04,0.02,2019-09-05 09:48:47
"796","Sep 2019","10:48:57",8241,2600,56,0.93,6.84,1.38,0.87,0.08,0.02,0.01,2019-09-05 09:48:57
"797","Sep 2019","10:49:07",8251,2600,56,0.93,6.84,1.38,0.87,0.08,0.02,0.01,2019-09-05 09:49:07
"798","Sep 2019","10:49:17",8261,7708,54,1.84,19.69,3.98,2.51,0.22,0.04,0.02,2019-09-05 09:49:17
"799","Sep 2019","10:49:27",8271,7708,54,1.84,19.69,3.98,2.51,0.22,0.04,0.02,2019-09-05 09:49:27
"800","Sep 2019","10:49:37",8281,16187,53,2.46,40.14,8.11,5.12,0.44,0.09,0.04,2019-09-05 09:49:37
"801","Sep 2019","10:49:47",8291,16673,51,2.46,40.14,8.11,5.12,0.43,0.08,0.04,2019-09-05 09:49:47
"802","Sep 2019","10:49:57",8301,14329,50,2.31,33.49,6.77,4.28,0.35,0.07,0.03,2019-09-05 09:49:57
"803","Sep 2019","10:50:08",8312,14759,48,2.31,33.49,6.77,4.28,0.34,0.07,0.03,2019-09-05 09:50:08
"804","Sep 2019","10:50:18",8322,5134,50,1.41,12,2.43,1.53,0.12,0.02,0.01,2019-09-05 09:50:18
"805","Sep 2019","10:50:28",8332,4985,51,1.41,12,2.43,1.53,0.13,0.03,0.01,2019-09-05 09:50:28
"806","Sep 2019","10:50:38",8342,7807,50,1.78,18.25,3.69,2.33,0.19,0.04,0.02,2019-09-05 09:50:38
"807","Sep 2019","10:50:48",8352,7580,51,1.78,18.25,3.69,2.33,0.19,0.04,0.02,2019-09-05 09:50:48
"808","Sep 2019","10:50:58",8362,8300,53,1.88,20.58,4.16,2.63,0.22,0.04,0.02,2019-09-05 09:50:58
"809","Sep 2019","10:51:08",8372,8300,53,1.88,20.58,4.16,2.63,0.22,0.04,0.02,2019-09-05 09:51:08
"810","Sep 2019","10:51:18",8382,21080,51,2.67,50.75,10.26,6.48,0.54,0.11,0.05,2019-09-05 09:51:18
"811","Sep 2019","10:51:28",8392,20466,53,2.67,50.75,10.26,6.48,0.55,0.11,0.05,2019-09-05 09:51:28
"812","Sep 2019","10:51:38",8402,17161,54,2.54,43.83,8.86,5.6,0.49,0.1,0.05,2019-09-05 09:51:38
"813","Sep 2019","10:51:48",8412,17676,53,2.54,43.83,8.86,5.6,0.48,0.09,0.05,2019-09-05 09:51:48
"814","Sep 2019","10:51:58",8422,5600,53,1.54,13.89,2.81,1.77,0.15,0.03,0.01,2019-09-05 09:51:58
"815","Sep 2019","10:52:08",8432,5437,54,1.54,13.89,2.81,1.77,0.15,0.03,0.01,2019-09-05 09:52:08
"816","Sep 2019","10:52:18",8442,9415,53,1.99,23.35,4.72,2.98,0.25,0.05,0.02,2019-09-05 09:52:18
"817","Sep 2019","10:52:28",8452,9415,53,1.99,23.35,4.72,2.98,0.25,0.05,0.02,2019-09-05 09:52:28
"818","Sep 2019","10:52:38",8462,17399,54,2.55,44.44,8.98,5.67,0.5,0.1,0.05,2019-09-05 09:52:38
"819","Sep 2019","10:52:48",8472,16892,56,2.55,44.44,8.98,5.67,0.51,0.1,0.05,2019-09-05 09:52:48
